Geneid	Chr	Start	End	Strand	Length	10.TM4Aligned.sortedByCoord.out	11.TM5Aligned.sortedByCoord.out	12.TM6Aligned.sortedByCoord.out	1.TF1Aligned.sortedByCoord.out	2.TF2Aligned.sortedByCoord.out	3.TF3Aligned.sortedByCoord.out	4.TF4Aligned.sortedByCoord.out	5.TF5Aligned.sortedByCoord.out	6.TF6Aligned.sortedByCoord.out	7.TM1Aligned.sortedByCoord.out	8.TM2Aligned.sortedByCoord.out	9.TM3Aligned.sortedByCoord.out
TX_00000017	A1	464377074	464378726	+	1653	910	638	21203	788	6	364	100	765	1154	43	6332	1605
TX_00000016	A1	464387628	464390012	+	2385	26	69	58	48	60	35	63	34	44	53	132	43
TX_00000015	A1	464389890	464395827	-	5938	108	207	293	197	61	86	35	86	231	60	178	201
TX_00016279	A1	464440913	464441015	-	103	0	0	0	0	1	1	0	0	0	1	0	0
TX_00000013	A1	464442796	464445880	+	3085	544	564	666	459	503	374	647	281	482	691	1006	552
TX_00000012	A1	464587509	464588331	+	823	238	272	355	211	291	298	167	125	473	326	481	467
TX_00000011	A1	464609789	464611181	-	1393	123	176	204	168	191	155	135	133	202	170	390	200
TX_00000010	A1	464622453	464626025	-	3573	4624	4631	5559	3796	5025	4158	2219	2781	8265	2628	7085	5635
TX_00000009	A1	464629792	464639605	-	9814	4166	4408	4748	4317	5078	4158	3989	3526	9709	5159	8349	5405
TX_00000008	A1	464713908	464714534	-	627	10	8	46	9	8	9	10	6	13	19	25	15
TX_00000007	A1	464736539	464741392	+	4854	345	308	551	247	434	196	239	160	408	877	906	380
TX_00012769	A1	464788210	464788970	-	761	1	0	0	0	0	0	0	0	1	0	0	0
TX_00000006	A1	464796874	464800526	+	3653	1834	1167	1774	1256	1630	2299	4673	2530	1695	434	4011	5079
TX_00000005	A1	464800920	464801450	-	531	4	3	3	3	4	51	6	1	4	35	5	46
TX_00000004	A1	464812848	464814422	+	1575	0	0	0	0	0	0	0	0	1	1	0	0
TX_00000003	A1	464917987	464920884	+	2898	1603	2809	705	641	11038	3938	2336	158	6390	30471	6365	2443
TX_00015588	A1	465003587	465003835	+	249	0	0	2	0	0	0	1	1	0	9	0	0
TX_00000001	A1	465005156	465005606	+	451	0	0	1	1	0	0	0	0	0	6	1	0
TX_00029046	A2	11647	13256	-	1610	0	0	2	1	0	0	0	0	1	0	2	0
TX_00015584	A2	252709	255623	+	2915	0	0	5	3	0	0	1	6	2	0	4	1
TX_00015583	A2	262900	266858	-	3959	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015582	A2	300461	306341	+	5881	81	100	120	97	108	93	120	85	76	91	318	59
TX_00015581	A2	338623	345401	+	6779	132	151	160	150	175	173	179	111	255	219	474	251
TX_00015580	A2	350673	351492	+	820	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015579	A2	361800	363841	-	2042	0	24	0	1	0	0	0	0	28	0	1	0
TX_00015578	A2	364530	364634	-	105	2	20	0	0	0	0	0	0	10	0	0	0
TX_00015577	A2	400415	412736	+	12322	0	0	0	0	0	0	0	0	0	1	0	0
TX_00015576	A2	433020	435397	+	2378	1608	1694	1622	1256	2080	1148	1262	1277	2054	1767	2470	1389
TX_00015575	A2	436301	439730	-	3430	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015573	A2	481955	492041	-	10087	0	0	1	0	0	0	1	0	0	0	0	0
TX_00015572	A2	500667	502599	+	1933	1265	1235	1098	714	552	646	1466	1684	783	315	2815	2605
TX_00015571	A2	507576	507863	+	288	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015570	A2	525298	528512	+	3215	874	961	1127	800	1016	770	728	635	1100	994	1501	911
TX_00015569	A2	610246	615156	-	4911	171	185	169	164	339	151	223	92	195	349	381	149
TX_00015568	A2	618344	619618	+	1275	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015567	A2	625681	627518	+	1838	527	644	864	425	611	326	217	230	1456	407	610	747
TX_00015566	A2	638667	642328	-	3662	19	20	52	11	8	10	5	6	54	1	88	9
TX_00015565	A2	886423	886722	-	300	3	5	2	0	9	2	2	0	8	7	10	0
TX_00015564	A2	887839	891497	-	3659	194	276	187	13	50	57	33	7	63	29	324	57
TX_00015563	A2	899429	900664	+	1236	0	0	0	0	0	0	0	0	0	1	0	0
TX_00015562	A2	900667	900966	+	300	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015560	A2	908979	912759	+	3781	282	462	638	273	244	202	267	141	321	211	1191	323
TX_00015559	A2	914606	917499	-	2894	434	740	517	434	416	395	744	529	247	597	883	453
TX_00015558	A2	968556	970189	+	1634	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015557	A2	976073	977305	-	1233	63	76	101	48	71	48	50	14	128	32	91	70
TX_00015556	A2	986383	990140	-	3758	61	179	237	165	357	132	176	300	168	84	570	173
TX_00015555	A2	991998	995724	-	3727	8	28	23	22	41	62	99	21	11	16	43	16
TX_00015554	A2	1007518	1010330	+	2813	0	0	2	1	0	0	0	0	0	0	0	1
TX_00015553	A2	1010443	1028435	-	17993	1782	2089	2709	1828	2104	1869	1752	1221	2439	2104	3582	2412
TX_00015551	A2	1034329	1037643	-	3315	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015552	A2	1034329	1047176	-	12848	7	16	7	25	16	13	45	19	9	10	20	12
TX_00017506	A2	1070964	1073147	-	2184	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015550	A2	1084474	1089459	-	4986	398	431	651	396	398	304	364	297	476	663	805	458
TX_00015549	A2	1093171	1108826	-	15656	0	0	0	0	0	1	1	0	0	0	1	0
TX_00015548	A2	1123301	1124095	-	795	292	298	502	205	399	277	217	193	420	295	597	428
TX_00015547	A2	1130072	1134264	+	4193	324	405	359	352	408	365	311	242	396	366	914	339
TX_00015546	A2	1135915	1137643	-	1729	6	0	10	3	6	8	4	0	15	4	13	1
TX_00015545	A2	1144175	1147118	+	2944	341	71	549	91	411	292	63	34	332	537	563	308
TX_00015543	A2	1153749	1155365	-	1617	84	173	256	107	284	130	422	165	36	372	248	126
TX_00027516	A2	1214605	1217197	+	2593	409	682	2	2	449	0	1	284	331	0	967	517
TX_00015542	A2	1225387	1228740	-	3354	623	671	1380	482	956	566	959	481	919	1212	1388	902
TX_00015541	A2	1258290	1260591	+	2302	84	101	229	86	109	84	112	48	222	228	267	86
TX_00015540	A2	1273824	1276435	-	2612	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015539	A2	1278835	1280271	+	1437	11	1	0	2	73	95	0	0	78	0	41	4
TX_00015538	A2	1290722	1293706	-	2985	10	4	4	2	17	1	3	6	12	24	31	8
TX_00015536	A2	1305508	1309191	+	3684	217	204	349	123	346	182	91	133	368	402	631	301
TX_00015535	A2	1311636	1315678	+	4043	1002	1056	1758	1044	610	973	1010	1316	1401	343	4323	1202
TX_00015534	A2	1320464	1327323	+	6860	855	1343	1235	1098	1172	886	1242	868	839	1606	2425	1000
TX_00015533	A2	1328523	1329328	-	806	0	46	5	55	41	2	13	3	9	1	1	0
TX_00015532	A2	1335396	1337717	-	2322	116	122	175	82	106	156	86	77	161	113	242	236
TX_00015531	A2	1339552	1341711	-	2160	10	5	8	5	29	3	2	9	9	34	29	5
TX_00015530	A2	1343296	1349770	-	6475	968	420	443	289	327	384	298	175	794	413	754	467
TX_00015529	A2	1355884	1357981	-	2098	2803	3206	3434	3226	2886	2638	1995	1984	2960	1762	3305	2577
TX_00015528	A2	1358775	1367364	-	8590	11	9	6	25	57	21	101	36	4	3	57	2
TX_00015527	A2	1391805	1395520	-	3716	15	17	44	15	5	7	8	5	19	3	62	19
TX_00015526	A2	1397648	1401670	+	4023	1717	1291	2500	993	1000	965	506	895	2175	432	1955	2787
TX_00015525	A2	1413481	1416301	+	2821	109	73	261	55	36	60	22	20	58	15	268	139
TX_00015524	A2	1431937	1435164	+	3228	2730	2618	3470	2302	2376	2622	1758	1546	2700	1154	3972	3503
TX_00015523	A2	1438294	1441587	-	3294	452	255	403	187	336	250	272	227	275	277	815	264
TX_00015522	A2	1444800	1454629	+	9830	203	126	118	323	222	256	443	250	287	417	572	302
TX_00015521	A2	1455493	1459072	-	3580	373	366	486	322	329	283	182	153	336	227	647	322
TX_00015520	A2	1467389	1469153	+	1765	554	427	890	341	451	468	314	252	898	489	1064	1359
TX_00015519	A2	1475685	1480822	+	5138	452	613	1027	508	479	375	468	307	672	690	1489	624
TX_00015517	A2	1494432	1495951	-	1520	0	7	0	0	9	7	2	2	0	6	0	0
TX_00015516	A2	1499483	1501245	+	1763	22	13	39	27	12	20	37	13	22	13	37	27
TX_00015515	A2	1511774	1513027	+	1254	17	15	71	2	3	16	5	4	31	15	43	22
TX_00015514	A2	1518330	1520912	-	2583	1	2	4	0	1	0	1	0	0	1	6	0
TX_00015513	A2	1541007	1545594	+	4588	414	436	499	398	558	464	354	227	511	601	963	640
TX_00015512	A2	1548237	1548939	+	703	89	173	257	131	182	131	139	143	111	138	392	173
TX_00015511	A2	1549964	1551908	-	1945	26	12	32	15	17	12	6	3	28	32	23	38
TX_00015510	A2	1553514	1553991	-	478	136	145	252	166	153	162	51	85	266	114	161	216
TX_00015509	A2	1554333	1564218	-	9886	3008	3101	4835	3810	3580	2989	1036	1703	5721	2145	3792	4517
TX_00015508	A2	1566249	1573351	-	7103	894	1070	1510	909	1020	962	725	588	977	930	2401	1230
TX_00015507	A2	1576379	1583395	+	7017	53	51	37	35	42	18	61	39	114	79	119	72
TX_00015506	A2	1594607	1595787	+	1181	185	204	289	87	117	124	99	57	227	108	278	327
TX_00015505	A2	1599815	1602379	+	2565	195	253	319	209	254	234	209	164	198	321	404	211
TX_00015504	A2	1606970	1613020	-	6051	3472	2867	3409	2923	5225	3154	4049	2186	3303	5767	6036	2850
TX_00015503	A2	1615701	1617121	-	1421	478	560	576	393	477	445	323	247	430	395	884	389
TX_00015502	A2	1616784	1619389	+	2606	1955	1836	2603	1546	2398	1849	1078	745	3689	1221	3313	3499
TX_00014765	A2	1801910	1805787	+	3878	0	0	0	0	2	0	0	0	0	0	0	0
TX_00015501	A2	1819914	1821445	-	1532	1646	970	1941	931	1539	1398	943	598	2752	1110	2161	3028
TX_00015500	A2	1826059	1828636	+	2578	276	198	257	174	237	234	180	126	231	174	462	234
TX_00015499	A2	1831337	1832554	-	1218	28	39	240	6	0	6	34	26	2	1	40	26
TX_00015498	A2	1837820	1839774	-	1955	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015497	A2	1851590	1855064	+	3475	419	443	682	437	716	398	325	189	508	795	969	364
TX_00015496	A2	1866512	1868809	-	2298	40	8	16	19	107	6	6	19	29	116	122	37
TX_00015495	A2	1872163	1873537	+	1375	621	353	1015	135	224	201	474	500	274	375	465	462
TX_00015494	A2	1878808	1880292	-	1485	161	156	208	118	181	141	152	101	142	139	271	204
TX_00015493	A2	1906294	1916063	+	9770	353	351	476	262	370	248	315	206	384	626	595	385
TX_00015585	A2	1922185	1924956	-	2772	0	0	0	0	0	0	0	0	0	1	0	0
TX_00015492	A2	1931983	1932582	+	600	1078	852	1715	830	935	933	612	534	1466	172	1370	1363
TX_00015491	A2	1932838	1933161	+	324	606	514	1032	421	544	507	392	329	835	130	786	920
TX_00015490	A2	1935524	1939240	+	3717	260	242	271	204	162	196	222	150	196	240	476	344
TX_00015489	A2	1939182	1941959	-	2778	23	7	9	7	30	1	8	17	22	43	30	17
TX_00015488	A2	1951362	1953927	+	2566	38	118	161	171	41	75	72	85	155	96	353	106
TX_00015487	A2	1955156	1959704	-	4549	2380	1985	3444	1726	1861	1273	838	707	3850	1094	2490	3246
TX_00015486	A2	1960315	1961511	+	1197	65	89	111	45	51	54	58	40	53	81	111	75
TX_00015485	A2	1963746	1965326	-	1581	1	2	4	1	3	5	3	0	4	1	2	1
TX_00015484	A2	1977629	1978368	+	740	0	4	7	1	12	2	8	0	2	40	3	6
TX_00015483	A2	2012432	2013457	+	1026	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015482	A2	2015538	2020294	-	4757	205	329	244	309	279	260	416	389	282	415	323	493
TX_00015480	A2	2023242	2026509	-	3268	241	249	288	103	238	195	164	156	262	244	377	300
TX_00016587	A2	2026935	2027886	-	952	0	0	0	0	0	0	3	0	0	0	0	0
TX_00015481	A2	2029925	2031367	-	1443	352	173	364	192	199	196	42	33	391	167	311	420
TX_00015479	A2	2034500	2037504	+	3005	1265	1237	1903	1259	934	709	306	550	1511	616	1690	1268
TX_00015478	A2	2038263	2040040	-	1778	660	742	637	540	439	539	268	338	1045	401	988	892
TX_00015477	A2	2043719	2050146	-	6428	489	629	837	485	609	608	725	452	609	785	1041	639
TX_00015476	A2	2053312	2056281	+	2970	1133	1059	2626	3302	2271	3395	2478	2362	1975	411	1246	1500
TX_00015475	A2	2063527	2065125	+	1599	22	162	85	47	93	51	18	22	7	34	51	10
TX_00015474	A2	2094211	2100638	-	6428	1654	2110	1993	1616	1893	1776	932	498	1724	2610	3627	1891
TX_00015473	A2	2102477	2108894	+	6418	391	468	461	397	561	384	328	228	379	418	773	496
TX_00015472	A2	2114490	2115999	+	1510	140	227	186	155	208	138	202	109	216	146	293	228
TX_00015471	A2	2117211	2122228	+	5018	730	606	926	313	436	567	338	361	849	498	1238	1617
TX_00015470	A2	2131187	2136446	+	5260	6	62	19	14	38	50	24	4	2	4	21	11
TX_00015469	A2	2141193	2143630	+	2438	3	5	6	0	3	4	0	2	2	0	3	0
TX_00015468	A2	2142733	2146604	-	3872	830	752	975	646	932	671	578	297	1246	569	1117	1031
TX_00015467	A2	2161413	2162925	+	1513	625	540	415	253	414	419	295	226	574	416	1029	615
TX_00015466	A2	2176569	2180764	+	4196	348	459	570	348	670	304	392	401	382	307	1008	653
TX_00015465	A2	2389512	2394088	-	4577	36	11	135	19	22	9	8	9	47	5	101	110
TX_00015464	A2	2411222	2414672	+	3451	383	286	399	381	377	367	390	237	343	661	764	313
TX_00015463	A2	2416634	2417497	+	864	73	95	88	90	72	71	69	21	59	97	149	100
TX_00015462	A2	2420769	2422671	+	1903	132	86	50	101	105	104	49	128	105	193	482	161
TX_00015461	A2	2445499	2447853	+	2355	229	275	281	211	238	187	193	212	251	334	454	255
TX_00015460	A2	2448645	2458398	+	9754	1151	1115	1583	913	1308	917	1009	655	1355	1300	2245	1394
TX_00015459	A2	2459954	2461515	-	1562	68	101	170	61	33	60	31	49	78	35	227	94
TX_00015458	A2	2463151	2465152	+	2002	15	28	34	5	3	0	2	3	20	4	35	17
TX_00015457	A2	2468067	2472797	-	4731	528	805	686	585	610	524	661	465	574	827	1216	626
TX_00015456	A2	2475302	2477722	-	2421	766	682	957	704	954	1095	1182	988	854	572	1375	877
TX_00015455	A2	2479751	2480918	-	1168	2	1	3	2	3	7	1	40	6	10	8	3
TX_00015454	A2	2499253	2503963	-	4711	11	13	7	11	16	7	19	15	9	34	40	6
TX_00015453	A2	2506375	2513941	+	7567	320	329	313	447	385	827	784	1270	440	438	726	299
TX_00015452	A2	2515312	2521623	+	6312	1641	1518	1706	1526	2057	1599	1225	1062	1495	1132	3346	1510
TX_00015451	A2	2522228	2525916	-	3689	511	802	852	580	468	569	134	181	1026	425	733	622
TX_00015450	A2	2799747	2802098	-	2352	182	319	273	275	293	226	246	215	243	460	437	218
TX_00015449	A2	2803767	2807093	-	3327	2353	1748	2102	1330	2005	1838	1225	981	2329	1489	4033	1684
TX_00015448	A2	2837181	2844033	+	6853	1834	1855	1981	1668	2168	1648	1546	1160	1956	2049	3635	2109
TX_00015447	A2	2850065	2852026	+	1962	44	94	119	126	116	70	117	44	51	102	301	87
TX_00015446	A2	2854522	2857875	+	3354	824	1314	1308	1036	1140	992	887	745	1068	1521	2062	840
TX_00015445	A2	2859572	2866769	+	7198	2	5	4	2	2	1	4	3	2	4	5	2
TX_00015444	A2	2866687	2868186	-	1500	140	230	222	142	182	159	197	133	167	338	403	151
TX_00015443	A2	2868218	2874718	-	6501	520	863	594	451	690	481	674	476	526	1085	1370	582
TX_00015442	A2	2920638	2922308	-	1671	1027	613	1009	507	913	622	648	513	1064	875	1307	1137
TX_00015441	A2	2927251	2932939	+	5689	1017	1057	1104	828	1220	1003	952	582	962	1414	1801	1056
TX_00015440	A2	2945183	2947236	-	2054	762	655	669	612	668	413	382	310	944	472	803	717
TX_00015439	A2	2949315	2952401	+	3087	79	115	178	162	117	115	105	68	126	191	226	137
TX_00015438	A2	2952979	2956208	-	3230	584	872	1064	583	753	565	713	409	604	1212	1299	715
TX_00015437	A2	2957966	2961759	-	3794	0	0	0	0	0	0	0	0	0	0	1	0
TX_00015436	A2	2968299	2981350	+	13052	713	1004	876	815	826	565	585	550	552	1113	2092	843
TX_00015435	A2	2982379	2985222	-	2844	68	64	84	37	68	65	63	37	74	43	157	83
TX_00015434	A2	3004029	3010539	-	6511	168	348	40	99	74	92	84	194	29	243	645	176
TX_00015433	A2	3013349	3016012	+	2664	22	3	12	9	9	12	12	20	6	18	7	22
TX_00000355	A2	3024296	3024927	+	632	4	2	8	1	7	21	5	8	8	9	6	10
TX_00015432	A2	3051912	3056525	+	4614	60	496	186	23	49	91	66	45	163	199	57	405
TX_00015431	A2	3067805	3070077	-	2273	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015430	A2	3123748	3125586	+	1839	143	101	210	97	150	135	70	42	226	114	236	120
TX_00015429	A2	3129366	3130849	-	1484	95	138	147	129	132	146	93	55	188	177	214	96
TX_00015428	A2	3135856	3136428	-	573	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015427	A2	3173490	3182138	-	8649	222	330	265	237	307	123	144	59	338	168	682	86
TX_00015426	A2	3197228	3197474	-	247	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015425	A2	3204285	3213022	-	8738	1319	2630	1558	1325	1229	1990	1814	1509	1502	2136	1974	1751
TX_00015424	A2	3234209	3236815	+	2607	305	439	903	382	305	335	131	135	396	300	844	456
TX_00015423	A2	3237611	3241019	-	3409	38	56	101	33	24	31	33	32	41	55	105	66
TX_00015422	A2	3251611	3253706	+	2096	2492	3378	3457	2122	3175	2571	2832	2343	2967	3830	5779	2801
TX_00015421	A2	3254816	3265109	-	10294	1208	1231	1301	886	1209	1187	2342	1401	1222	1589	2206	1605
TX_00015420	A2	3273298	3274440	+	1143	0	0	0	0	0	0	0	0	4	0	1	0
TX_00015419	A2	3300641	3302385	-	1745	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015418	A2	3304003	3306541	+	2539	42	98	32	47	59	38	52	54	9	129	109	74
TX_00015417	A2	3324911	3328403	+	3493	482	497	638	299	507	395	570	253	438	405	788	580
TX_00015416	A2	3329530	3332612	-	3083	1028	729	967	804	1236	980	846	629	970	1041	1598	1083
TX_00015415	A2	3335198	3338854	+	3657	139	146	161	134	140	132	172	110	124	187	254	136
TX_00015414	A2	3339765	3343444	+	3680	1	4	5	2	4	2	2	3	2	8	12	4
TX_00015413	A2	3357617	3359958	+	2342	16	72	86	35	41	24	77	81	25	34	138	49
TX_00015412	A2	3361372	3365405	-	4034	0	2	2	4	1	28	7	7	0	0	0	4
TX_00015411	A2	3392178	3395525	-	3348	313	504	334	574	552	572	462	506	249	401	1219	349
TX_00015410	A2	3397067	3401370	+	4304	271	305	297	183	269	255	233	211	308	328	448	263
TX_00015409	A2	3401764	3402932	-	1169	0	0	0	0	0	1	0	0	0	0	0	0
TX_00015408	A2	3409354	3410328	-	975	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015407	A2	3414539	3418584	+	4046	291	340	335	203	365	277	302	153	482	306	468	172
TX_00015406	A2	3428753	3434271	+	5519	21	11	38	12	26	5	5	2	7	38	48	23
TX_00015405	A2	3443103	3445356	+	2254	206	222	455	141	328	98	265	45	158	323	401	165
TX_00015404	A2	3454831	3469691	+	14861	1311	1647	910	516	503	711	1010	1144	912	204	1753	836
TX_00015403	A2	3470483	3472113	-	1631	0	1	0	0	2	0	0	0	0	0	5	0
TX_00015402	A2	3480041	3481602	-	1562	1	1	0	0	1	0	0	0	0	0	6	0
TX_00015401	A2	3485389	3488288	+	2900	238	288	260	209	239	228	193	154	284	173	508	378
TX_00015400	A2	3502765	3503999	+	1235	29	65	63	56	32	51	57	44	79	28	70	93
TX_00015399	A2	3505771	3506840	-	1070	1	0	2	9	1	8	1	6	1	1	3	11
TX_00015398	A2	3509698	3512354	+	2657	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015397	A2	3532909	3535243	+	2335	0	0	0	0	0	0	0	4	0	0	0	0
TX_00015396	A2	3543004	3547065	+	4062	165	23	77	45	22	40	5	18	36	1	150	30
TX_00015395	A2	3547669	3550809	-	3141	562	699	774	495	705	486	177	85	1300	487	565	856
TX_00015394	A2	3551986	3556728	+	4743	4	0	2	1	1	1	0	11	1	2	7	0
TX_00015393	A2	3556743	3558484	-	1742	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015392	A2	3567815	3570812	+	2998	189	282	298	172	183	210	292	174	292	462	406	241
TX_00015391	A2	3572876	3579931	-	7056	177	165	147	89	178	101	167	81	114	523	271	143
TX_00015390	A2	3583589	3587847	-	4259	429	404	594	556	404	372	387	210	584	412	917	570
TX_00015389	A2	3615430	3620309	+	4880	39	29	6	61	3	74	167	50	10	0	66	34
TX_00015388	A2	3641497	3646222	+	4726	283	298	406	125	86	174	108	108	209	20	590	172
TX_00015386	A2	3667510	3669094	+	1585	48	38	43	34	27	25	26	23	30	31	64	38
TX_00015387	A2	3667787	3668859	-	1073	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015385	A2	3701818	3711437	+	9620	874	1157	1206	883	1052	829	760	626	922	1285	2041	1083
TX_00015384	A2	3736294	3739459	+	3166	80	75	101	58	54	75	58	36	365	131	201	214
TX_00015383	A2	3745747	3747429	-	1683	0	0	0	0	0	0	0	0	0	0	1	4
TX_00015382	A2	3775541	3778749	+	3209	138	284	195	125	148	25	173	137	21	392	276	118
TX_00015381	A2	3796272	3800297	+	4026	75	222	116	138	332	76	90	44	211	170	145	91
TX_00015380	A2	3808838	3810601	-	1764	0	1	0	0	0	0	0	0	0	0	0	0
TX_00015379	A2	3819422	3826675	+	7254	999	1337	1354	1167	1474	902	1427	981	1024	1910	2421	991
TX_00015378	A2	3829551	3831334	+	1784	83	79	116	128	133	78	42	37	200	79	348	141
TX_00015377	A2	3832999	3836838	-	3840	479	508	664	502	455	430	491	360	626	714	964	535
TX_00015376	A2	3848637	3855550	-	6914	0	0	0	2	0	0	0	0	0	1	4	3
TX_00015375	A2	3871098	3875686	+	4589	52	103	37	78	293	71	918	240	298	1534	151	151
TX_00015374	A2	3876017	3878224	-	2208	1650	2174	2935	1618	1510	1394	590	669	1958	1107	2676	1783
TX_00015373	A2	3889860	3890446	-	587	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015372	A2	3897540	3899183	+	1644	453	441	384	392	626	339	358	279	443	488	656	294
TX_00015371	A2	3901578	3914436	-	12859	47	211	38	444	152	392	175	349	15	36	98	55
TX_00015370	A2	3927552	3928837	+	1286	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015369	A2	3929693	3930666	+	974	11	7	8	0	12	28	5	9	6	37	19	0
TX_00015368	A2	3954507	3960541	+	6035	12	13	12	22	18	28	13	33	46	7	29	99
TX_00015367	A2	3964240	3967253	-	3014	1445	1408	1331	1694	2008	1437	1382	2287	1774	834	1860	1498
TX_00015366	A2	3981184	3982779	-	1596	0	1	1	0	7	2	0	0	1	0	0	2
TX_00015365	A2	3987129	3991166	-	4038	273	230	301	149	210	192	155	83	400	181	419	570
TX_00015364	A2	3998497	3999138	+	642	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015363	A2	4017918	4021222	+	3305	278	452	671	499	433	490	133	98	541	131	684	529
TX_00015362	A2	4029250	4034307	+	5058	288	452	464	298	416	372	371	215	577	460	596	672
TX_00015361	A2	4055633	4060624	+	4992	750	680	922	794	568	627	131	110	532	331	1042	503
TX_00015360	A2	4061364	4063793	+	2430	702	833	963	545	919	756	434	492	867	414	1309	878
TX_00015359	A2	4064217	4066131	-	1915	192	356	669	370	186	262	893	609	275	266	223	183
TX_00015358	A2	4066705	4069809	-	3105	2055	1493	3219	1055	1504	1465	561	356	2946	864	2580	3190
TX_00015357	A2	4072095	4073723	-	1629	0	0	0	0	0	0	0	1	0	2	0	0
TX_00015356	A2	4099470	4101336	-	1867	3	47	0	10	11	8	10	8	1	9	28	13
TX_00023067	A2	4115679	4119765	+	4087	0	0	0	0	0	0	0	0	0	0	0	1
TX_00015355	A2	4121674	4123433	-	1760	1	25	0	1	28	15	2	1	0	2	13	2
TX_00015354	A2	4146941	4149043	-	2103	0	2	1	2	1	1	4	4	7	5	5	2
TX_00015353	A2	4164984	4166892	+	1909	10	1	4	1	5	1	0	0	0	0	1	1
TX_00015352	A2	4168216	4176002	-	7787	1625	1637	1932	1294	1636	1585	1334	1049	1809	1429	2948	1809
TX_00015351	A2	4182374	4184023	-	1650	6	34	45	11	5	15	0	1	61	3	28	57
TX_00015350	A2	4187084	4190172	-	3089	1471	1141	1682	1272	1790	722	736	441	3381	1929	2936	831
TX_00015349	A2	4197361	4200819	+	3459	543	717	846	541	844	677	584	447	788	1152	1317	698
TX_00015348	A2	4205063	4207233	-	2171	23	47	18	20	15	14	9	12	18	106	60	55
TX_00015346	A2	4224800	4228703	+	3904	7	2	3	0	0	0	1	0	1	0	4	2
TX_00015345	A2	4248259	4251918	+	3660	0	0	4	0	0	0	1	1	0	0	1	0
TX_00015344	A2	4266994	4267811	+	818	0	0	3	0	0	3	0	0	0	0	0	0
TX_00015343	A2	4272747	4275585	+	2839	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015341	A2	4280660	4281594	+	935	45	58	69	52	75	67	68	48	74	122	129	81
TX_00015340	A2	4282276	4289603	-	7328	399	385	651	321	390	371	303	222	509	877	824	648
TX_00015339	A2	4291800	4294332	-	2533	81	118	180	95	83	81	133	62	136	144	208	151
TX_00015338	A2	4330721	4336442	-	5722	305	512	663	275	283	320	430	262	404	614	727	401
TX_00007126	A2	4346123	4346961	+	839	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015337	A2	4351011	4354724	+	3714	82	100	168	53	91	74	57	72	85	60	165	97
TX_00015336	A2	4354942	4362182	-	7241	528	588	731	337	768	341	324	223	509	478	1446	506
TX_00015335	A2	4367378	4369329	-	1952	301	266	367	191	308	219	196	195	383	305	522	331
TX_00015334	A2	4373759	4377348	+	3590	37	73	68	42	54	21	122	225	25	5	375	62
TX_00015333	A2	4386122	4386712	+	591	9	15	16	13	15	5	17	14	19	60	55	63
TX_00015332	A2	4393914	4396965	-	3052	11	11	5	4	13	19	5	4	4	12	38	9
TX_00015331	A2	4397915	4400341	+	2427	343	259	332	216	420	282	152	133	674	400	778	551
TX_00015330	A2	4400732	4403259	-	2528	14	42	81	20	6	7	26	10	34	55	74	90
TX_00015329	A2	4414651	4416602	+	1952	43	122	291	57	27	23	54	33	40	15	258	198
TX_00015328	A2	4417123	4421139	-	4017	1408	2848	1182	1789	2395	1386	11255	8363	431	3691	5225	2098
TX_00015326	A2	4675021	4677051	+	2031	128	72	278	78	139	93	79	36	186	135	372	111
TX_00015325	A2	4701095	4703737	+	2643	224	315	495	214	269	265	195	153	326	266	702	213
TX_00015324	A2	4703670	4704242	-	573	66	53	86	18	43	21	13	11	70	7	129	52
TX_00015323	A2	4704690	4705259	-	570	1	2	2	1	1	1	0	0	2	0	4	0
TX_00015322	A2	4707452	4709638	+	2187	172	254	325	177	231	159	204	195	305	280	397	311
TX_00015321	A2	4710387	4711595	-	1209	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015320	A2	4742025	4743411	+	1387	18	29	52	2	28	13	50	27	8	9	29	10
