pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,flag_tx_mat,flag_tx_pat,TM4.mat,TM5.mat,TM6.mat,TF1.mat,TF2.mat,TF3.mat,TF4.mat,TF5.mat,TF6.mat,TM1.mat,TM2.mat,TM3.mat,total.mat,femTotal.mat,maleTotal.mat,femMean.mat,maleMean.mat,TM4.pat,TM5.pat,TM6.pat,TF1.pat,TF2.pat,TF3.pat,TF4.pat,TF5.pat,TF6.pat,TM1.pat,TM2.pat,TM3.pat,total.pat,femTotal.pat,maleTotal.pat,femMean.pat,maleMean.pat
TX_maternal_00018295_TX_paternal_00021697,TX_maternal_00018295,TX_paternal_00021697,X,Y,128571887,152448489,128590227,152453139,PASS,PASS,19,28,14,22,37,23,89,28,43,32,73,21,60,242,187,40.333333333333336,31.166666666666668,20,21,15,0,1,0,2,0,1,25,29,17,74,4,127,0.6666666666666667,21.166666666666668
TX_maternal_00018310_TX_paternal_00023791,TX_maternal_00018310,TX_paternal_00023791,X,Y,128931429,451950888,128935465,451961026,PASS,PASS,171,163,279,299,385,378,228,139,469,170,371,245,15600,1898,1399,316.3333333333333,233.16666666666666,41,23,40,31,2,3,13,12,6,44,82,37,195,67,267,11.166666666666668,44.5
TX_maternal_00018319_TX_paternal_00022095,TX_maternal_00018319,TX_paternal_00022095,X,Y,129591786,205437251,129593270,205456826,PASS,PASS,38,3,1,1,2,1,0,0,62,0,6,4,735,66,52,11,8.666666666666668,13,11,15,0,0,0,4,0,3,17,17,11,36,7,84,1.1666666666666667,14
TX_maternal_00018497_TX_paternal_00022080,TX_maternal_00018497,TX_paternal_00022080,X,Y,141220334,204018723,141225076,204021681,PASS,PASS,24,67,67,64,30,61,226,431,38,35,48,58,1435,850,299,141.66666666666666,49.833333333333336,58,95,89,1,6,10,10,48,9,61,159,96,3003,84,558,14,93
TX_maternal_00018852_TX_paternal_00023187,TX_maternal_00018852,TX_paternal_00023187,X,Y,151889766,371987069,151892787,371989870,PASS,PASS,47,32,51,32,74,72,35,34,94,4,66,27,777,341,227,56.833333333333336,37.833333333333336,64,16,17,1,5,6,0,0,13,16,12,17,1944,25,142,4.166666666666666,23.666666666666664
TX_maternal_00018866_TX_paternal_00021545,TX_maternal_00018866,TX_paternal_00021545,X,Y,152382394,132796877,152385608,132799885,PASS,PASS,212,213,227,349,433,390,380,298,478,265,366,183,5925,2328,1466,388,244.33333333333334,212,222,253,0,2,2,1,0,1,220,409,222,2387,6,1538,1,256.3333333333333
TX_maternal_00018880_TX_paternal_00021504,TX_maternal_00018880,TX_paternal_00021504,X,Y,152698034,129101209,152740969,129114949,PASS,PASS,64,71,67,96,123,95,108,66,143,76,128,67,262,631,473,105.16666666666667,78.83333333333333,21,14,20,0,3,0,0,1,1,23,27,19,60,5,124,0.8333333333333333,20.666666666666668
TX_maternal_00018906_TX_paternal_00023175,TX_maternal_00018906,TX_paternal_00023175,X,Y,153321764,370321489,153323420,370325241,PASS,PASS,202,108,202,166,187,190,123,107,354,86,202,317,30102,1127,1117,187.83333333333334,186.16666666666666,208,138,246,0,4,6,1,0,0,154,266,228,4578,11,1240,1.8333333333333335,206.66666666666666
TX_maternal_00018936_TX_paternal_00023139,TX_maternal_00018936,TX_paternal_00023139,X,Y,154336225,365504095,154342209,365520894,PASS,PASS,725,807,936,1458,2402,870,504,278,3522,1581,1252,583,93522,9034,5884,1505.6666666666667,980.6666666666666,81,91,72,2,62,0,0,1,2,64,43,150,8085,67,501,11.166666666666668,83.5
TX_maternal_00018962_TX_paternal_00023458,TX_maternal_00018962,TX_paternal_00023458,X,Y,154931628,404120639,154934381,404123923,PASS,PASS,288,322,335,571,703,431,307,316,766,278,514,367,26200,3094,2104,515.6666666666666,350.6666666666667,37,60,58,0,1,1,0,0,0,50,82,42,237,2,329,0.33333333333333337,54.833333333333336
TX_maternal_00019099_TX_paternal_00023381,TX_maternal_00019099,TX_paternal_00023381,X,Y,159027917,390134101,159032663,390138693,PASS,PASS,46,45,57,66,101,93,97,66,94,70,116,86,2706,517,420,86.16666666666667,70,58,93,137,4,10,21,10,9,9,173,210,81,1668,63,752,10.5,125.33333333333333
TX_maternal_00019109_TX_paternal_00023396,TX_maternal_00019109,TX_paternal_00023396,X,Y,159258831,390654972,159264141,390660337,PASS,PASS,223,213,334,493,486,491,496,342,661,124,251,275,13197,2969,1420,494.8333333333333,236.66666666666666,166,214,231,1,3,6,9,1,1,158,321,191,4641,21,1281,3.5,213.5
TX_maternal_00019120_TX_paternal_00023402,TX_maternal_00019120,TX_paternal_00023402,X,Y,159661650,391047762,159663004,391049215,PASS,PASS,75,77,137,123,183,221,123,85,320,74,166,277,35728,1055,806,175.83333333333334,134.33333333333334,86,83,161,4,1,4,0,0,16,123,198,236,24311,25,887,4.166666666666666,147.83333333333334
TX_maternal_00019129_TX_paternal_00023304,TX_maternal_00019129,TX_paternal_00023304,X,Y,160522991,382738902,160527986,382743857,PASS,PASS,593,743,1204,1415,741,610,218,117,1383,225,1327,730,91287,4484,4822,747.3333333333334,803.6666666666666,273,348,846,40,22,13,1,1,17,81,530,464,70752,94,2542,15.666666666666668,423.6666666666667
TX_maternal_00019150_TX_paternal_00023305,TX_maternal_00019150,TX_paternal_00023305,X,Y,161002640,382900911,161009281,382914253,PASS,PASS,0,14,13,19,7,23,25,20,19,1,14,19,190,113,61,18.833333333333332,10.166666666666666,2,3,8,1,2,3,0,5,1,2,3,8,35,12,26,2,4.333333333333333
TX_maternal_00019152_TX_paternal_00023317,TX_maternal_00019152,TX_paternal_00023317,X,Y,161245267,383589290,161246345,383591008,PASS,PASS,14,23,28,41,41,43,21,30,71,8,49,21,140,247,143,41.166666666666664,23.833333333333332,0,4,3,1,4,6,3,1,5,2,11,7,28,20,27,3.3333333333333335,4.5
TX_maternal_00019155_TX_paternal_00023323,TX_maternal_00019155,TX_paternal_00023323,X,Y,161329370,383919378,161333869,383935945,PASS,PASS,43,49,75,58,128,106,83,73,137,95,107,66,1308,585,435,97.5,72.5,46,30,44,8,0,2,3,7,15,38,73,49,190,35,280,5.833333333333334,46.666666666666664
TX_maternal_00019158_TX_paternal_00023327,TX_maternal_00019158,TX_paternal_00023327,X,Y,161455583,384233330,161458655,384292584,PASS,PASS,307,551,396,959,975,931,834,809,770,451,733,383,26565,5278,2821,879.6666666666666,470.1666666666667,42,26,73,11,0,0,0,22,3,52,76,66,1350,36,335,6,55.833333333333336
TX_maternal_00019159_TX_paternal_00023330,TX_maternal_00019159,TX_paternal_00023330,X,Y,161497257,384313219,161504755,384320841,PASS,PASS,112,133,110,224,296,271,236,130,262,164,193,149,4959,1419,861,236.5,143.5,146,152,191,10,1,0,1,15,2,186,322,136,1551,29,1133,4.833333333333334,188.83333333333334
TX_maternal_00019171_TX_paternal_00023354,TX_maternal_00019171,TX_paternal_00023354,X,Y,162435505,386760232,162440075,386762173,PASS,PASS,38,51,55,74,52,75,73,58,51,123,42,34,180,383,343,63.833333333333336,57.16666666666667,70,76,88,22,10,2,16,12,13,91,165,83,1071,75,573,12.5,95.5
TX_maternal_00019172_TX_paternal_00023355,TX_maternal_00019172,TX_paternal_00023355,X,Y,162439262,386763504,162442316,386766464,PASS,PASS,8,30,19,17,29,11,31,6,28,8,74,17,125,122,156,20.333333333333332,26,51,50,69,3,11,4,0,1,0,34,63,40,546,19,307,3.166666666666667,51.166666666666664
TX_maternal_00019178_TX_paternal_00021803,TX_maternal_00019178,TX_paternal_00021803,X,Y,162578848,174368015,162589751,174379010,PASS,PASS,1105,1018,980,2080,2320,2173,1310,903,3160,968,1638,943,166912,11946,6652,1991,1108.6666666666667,443,438,636,4,12,0,31,1,6,647,904,498,26348,54,3566,9,594.3333333333334
TX_maternal_00019179_TX_paternal_00021804,TX_maternal_00019179,TX_paternal_00021804,X,Y,162595255,174392449,162598363,174395546,PASS,PASS,34,67,51,99,133,107,101,75,109,48,154,44,429,624,398,104,66.33333333333333,85,68,77,4,12,6,9,11,12,61,131,65,1575,54,487,9,81.16666666666667
TX_maternal_00019176_TX_paternal_00023358,TX_maternal_00019176,TX_paternal_00023358,X,Y,162492069,386921572,162499814,386929401,PASS,PASS,4,5,14,27,32,16,223,12,32,10,59,279,39054,342,371,57,61.83333333333333,51,38,78,13,7,3,71,14,6,94,74,144,9165,114,479,19,79.83333333333333
TX_maternal_00019196_TX_paternal_00021827,TX_maternal_00019196,TX_paternal_00021827,X,Y,164450537,176571402,164454376,176574246,PASS,PASS,68,73,88,67,127,61,80,102,94,101,92,57,750,531,479,88.5,79.83333333333333,34,59,58,0,0,0,0,0,0,114,65,52,817,0,382,0,63.666666666666664
TX_maternal_00019209_TX_paternal_00021808,TX_maternal_00019209,TX_paternal_00021808,X,Y,165037091,174872180,165038247,174874849,PASS,PASS,173,131,228,239,347,364,202,163,592,112,226,440,82142,1907,1310,317.8333333333333,218.33333333333334,162,150,277,3,2,6,4,8,11,118,307,445,86194,34,1459,5.666666666666667,243.16666666666666
TX_maternal_00019210_TX_paternal_00021807,TX_maternal_00019210,TX_paternal_00021807,X,Y,165119483,174680057,165124957,174698912,PASS,PASS,96,137,165,267,383,291,363,337,294,179,322,146,6171,1935,1045,322.5,174.16666666666666,176,210,171,13,2,0,7,0,4,305,264,218,8471,26,1344,4.333333333333334,224
TX_maternal_00019220_TX_paternal_00021535,TX_maternal_00019220,TX_paternal_00021535,X,Y,165971550,131691861,165973931,131694239,PASS,PASS,65,67,162,107,157,231,64,98,339,41,150,208,19656,996,693,166,115.5,120,48,98,0,0,2,0,0,2,60,105,104,1904,4,535,0.6666666666666667,89.16666666666667
TX_maternal_00019221_TX_paternal_00021540,TX_maternal_00019221,TX_paternal_00021540,X,Y,166247203,132351100,166251419,132352377,PASS,PASS,155,198,181,272,304,319,320,218,351,169,322,171,2771,1784,1196,297.3333333333333,199.33333333333334,292,313,326,0,0,2,1,0,0,269,453,222,18247,3,1875,0.5,312.5
TX_maternal_00019237_TX_paternal_00022439,TX_maternal_00019237,TX_paternal_00022439,X,Y,166982881,257353021,166984990,257355119,PASS,PASS,37,158,72,64,130,100,159,54,153,73,108,41,195,660,489,110,81.5,50,38,59,0,1,0,0,0,1,49,96,43,372,2,335,0.33333333333333337,55.833333333333336
TX_maternal_00019241_TX_paternal_00022445,TX_maternal_00019241,TX_paternal_00022445,X,Y,167116706,257748710,167122285,257756861,PASS,PASS,12,10,10,0,17,5,3,4,6,18,16,3,75,35,69,5.833333333333334,11.5,19,8,12,2,21,5,2,6,16,38,34,10,145,52,121,8.666666666666666,20.166666666666668
TX_maternal_00019248_TX_paternal_00021550,TX_maternal_00019248,TX_paternal_00021550,X,Y,167723955,133135794,167725465,133137806,PASS,PASS,51,36,62,105,154,115,52,50,189,67,122,82,2128,665,420,110.83333333333333,70,155,164,231,14,11,20,8,5,21,196,218,306,35036,79,1270,13.166666666666666,211.66666666666666
TX_maternal_00019254_TX_paternal_00021558,TX_maternal_00019254,TX_paternal_00021558,X,Y,167984755,134243396,167986757,134246793,PASS,PASS,57,65,47,34,41,55,61,41,79,37,38,55,168,311,299,51.833333333333336,49.833333333333336,19,22,24,0,6,16,0,0,0,18,46,39,609,22,168,3.6666666666666665,28
TX_maternal_00019287_TX_paternal_00022372,TX_maternal_00019287,TX_paternal_00022372,X,Y,170406481,250329979,170407615,250332283,PASS,PASS,105,50,103,99,157,151,119,59,273,97,99,70,3150,858,524,143,87.33333333333333,157,126,182,7,5,30,12,2,20,172,283,182,4407,76,1102,12.666666666666668,183.66666666666666
TX_maternal_00019290_TX_paternal_00022367,TX_maternal_00019290,TX_paternal_00022367,X,Y,170745277,249836314,170748981,249843614,PASS,PASS,501,504,684,1102,1515,1232,1413,978,1178,586,1031,578,42081,7418,3884,1236.3333333333333,647.3333333333334,370,450,502,2,4,3,10,3,4,604,867,459,37305,26,3252,4.333333333333333,542
TX_maternal_00019293_TX_paternal_00022363,TX_maternal_00019293,TX_paternal_00022363,X,Y,170869087,249454350,170872168,249467258,PASS,PASS,105,94,187,236,349,261,112,119,465,111,203,218,18411,1542,918,257,153,151,132,143,4,3,0,2,0,0,103,340,164,2205,9,1033,1.5,172.16666666666666
TX_maternal_00019300_TX_paternal_00022331,TX_maternal_00019300,TX_paternal_00022331,X,Y,171140280,246711221,171145199,246720354,PASS,PASS,39,23,41,25,41,31,45,26,33,53,23,25,480,201,204,33.5,34,19,32,3,14,36,11,16,7,16,16,0,15,85,100,85,16.666666666666668,14.166666666666668
TX_maternal_00019317_TX_paternal_00023587,TX_maternal_00019317,TX_paternal_00023587,X,Y,171583878,432343842,171585640,432344485,PASS,PASS,7,23,19,21,44,93,16,26,48,0,27,16,115,248,92,41.333333333333336,15.333333333333334,8,5,3,0,0,0,0,0,0,2,3,0,36,0,21,0,3.5
TX_maternal_00019350_TX_paternal_00021425,TX_maternal_00019350,TX_paternal_00021425,X,Y,172813278,120694713,172831359,120696491,PASS,PASS,24,23,51,44,24,32,60,64,33,41,67,20,110,257,226,42.833333333333336,37.666666666666664,19,46,38,7,6,1,14,2,0,71,114,45,864,30,333,5,55.5
TX_maternal_00019367_TX_paternal_00021647,TX_maternal_00019367,TX_paternal_00021647,X,Y,174128774,145506235,174131950,145508703,PASS,PASS,4,7,16,27,27,13,48,20,19,49,40,22,247,154,138,25.666666666666668,23,8,16,11,3,4,2,6,2,7,27,39,5,26,24,106,4,17.666666666666668
TX_maternal_00019373_TX_paternal_00021626,TX_maternal_00019373,TX_paternal_00021626,X,Y,174739026,143352879,174740536,143355005,PASS,PASS,82,38,81,134,155,160,79,96,197,83,81,73,775,821,438,136.83333333333334,73,83,53,86,0,1,0,0,1,0,40,111,68,1208,2,441,0.33333333333333337,73.5
TX_maternal_00019374_TX_paternal_00021625,TX_maternal_00019374,TX_paternal_00021625,X,Y,174741334,143336573,174743859,143340153,PASS,PASS,76,235,202,257,248,178,460,267,194,210,257,147,8028,1604,1127,267.3333333333333,187.83333333333334,30,7,2,4,17,27,16,15,31,27,35,11,410,110,112,18.333333333333332,18.666666666666668
TX_maternal_00019383_TX_paternal_00021617,TX_maternal_00019383,TX_paternal_00021617,X,Y,175086416,142856703,175090001,142860325,PASS,PASS,59,41,84,80,119,124,102,96,142,100,112,67,567,663,463,110.5,77.16666666666667,65,96,75,19,14,9,24,6,9,95,135,67,198,81,533,13.5,88.83333333333333
TX_maternal_00019388_TX_paternal_00021419,TX_maternal_00019388,TX_paternal_00021419,X,Y,175156990,119764108,175158752,119772091,PASS,PASS,13,36,36,37,90,83,51,49,83,32,88,43,868,393,248,65.5,41.333333333333336,10,15,3,5,2,1,0,1,2,1,0,0,55,11,29,1.8333333333333335,4.833333333333334
TX_maternal_00019389_TX_paternal_00021417,TX_maternal_00019389,TX_paternal_00021417,X,Y,175178047,119706277,175182947,119711170,PASS,PASS,73,76,106,118,186,170,118,111,212,85,149,113,3813,915,602,152.5,100.33333333333333,92,89,138,1,5,2,1,1,5,77,155,95,374,15,646,2.5,107.66666666666667
TX_maternal_00019392_TX_paternal_00021409,TX_maternal_00019392,TX_paternal_00021409,X,Y,175315614,119328265,175324604,119337285,PASS,PASS,198,200,232,397,489,393,475,339,589,314,468,304,26857,2682,1716,447,286,256,243,314,3,9,10,13,5,9,443,442,308,14946,49,2006,8.166666666666666,334.3333333333333
TX_maternal_00019399_TX_paternal_00021404,TX_maternal_00019399,TX_paternal_00021404,X,Y,175565737,118796631,175575910,118806620,PASS,PASS,441,183,410,447,1164,633,676,356,1609,310,409,402,16860,4885,2155,814.1666666666666,359.1666666666667,174,82,228,14,28,33,15,4,22,194,257,237,13152,116,1172,19.333333333333332,195.33333333333334
TX_maternal_00019404_TX_paternal_00021394,TX_maternal_00019404,TX_paternal_00021394,X,Y,175903110,117421059,175904614,117421863,PASS,PASS,52,34,70,137,66,120,58,54,106,19,83,9,1342,541,267,90.16666666666667,44.5,29,41,21,0,1,0,0,0,0,6,15,5,425,1,117,0.16666666666666669,19.5
TX_maternal_00019405_TX_paternal_00021391,TX_maternal_00019405,TX_paternal_00021391,X,Y,175986455,117078991,175990022,117081753,PASS,PASS,110,135,143,286,240,415,152,131,199,97,271,182,10658,1423,938,237.16666666666666,156.33333333333334,7,5,7,22,20,19,2,7,0,18,25,0,28,70,62,11.666666666666666,10.333333333333334
TX_maternal_00019407_TX_paternal_00021390,TX_maternal_00019407,TX_paternal_00021390,X,Y,176058519,117041051,176060784,117042225,PASS,PASS,938,739,1282,985,1509,1441,495,546,4097,286,696,1062,125000,9073,5003,1512.1666666666665,833.8333333333334,899,798,1342,22,3,5,2,3,7,476,1064,1158,267410,42,5737,7,956.1666666666666
TX_maternal_00019411_TX_paternal_00021383,TX_maternal_00019411,TX_paternal_00021383,X,Y,176274314,116703903,176277161,116707857,PASS,PASS,7,16,21,49,25,40,101,467,17,15,44,24,279,699,127,116.5,21.166666666666668,33,52,47,8,1,2,7,50,0,45,68,39,252,68,284,11.333333333333332,47.333333333333336
TX_maternal_00019440_TX_paternal_00021740,TX_maternal_00019440,TX_paternal_00021740,X,Y,179989523,163808512,179996837,163816470,PASS,PASS,210,310,299,520,759,426,436,415,532,375,467,219,2145,3088,1880,514.6666666666666,313.3333333333333,185,298,278,21,21,28,13,15,17,347,447,254,15365,115,1809,19.166666666666668,301.5
TX_maternal_00019442_TX_paternal_00021742,TX_maternal_00019442,TX_paternal_00021742,X,Y,180477033,164411284,180482559,164417465,PASS,PASS,630,546,735,939,1205,1049,865,866,1312,632,847,987,289443,6236,4377,1039.3333333333333,729.5,39,33,25,68,0,3,1,0,3,39,41,37,114,75,214,12.5,35.666666666666664
TX_maternal_00019447_TX_paternal_00021749,TX_maternal_00019447,TX_paternal_00021749,X,Y,180992399,165373782,180995616,165376807,PASS,PASS,37,54,46,80,96,68,75,53,115,39,62,42,237,487,280,81.16666666666667,46.666666666666664,64,129,112,1,0,0,1,0,1,85,160,87,1812,3,637,0.5,106.16666666666667
TX_maternal_00019453_TX_paternal_00021759,TX_maternal_00019453,TX_paternal_00021759,X,Y,181495979,166758746,181499131,166760751,PASS,PASS,750,861,965,1487,2498,1108,1285,604,1756,1141,1449,813,50016,8738,5979,1456.3333333333333,996.5,179,118,132,2,24,3,14,1,34,152,178,131,7595,78,890,13,148.33333333333334
TX_maternal_00019460_TX_paternal_00021768,TX_maternal_00019460,TX_paternal_00021768,X,Y,181995932,167852944,181997280,167855140,PASS,PASS,60,66,85,82,73,129,84,70,159,42,85,87,2058,597,425,99.5,70.83333333333333,32,66,55,7,39,0,2,3,5,34,192,52,882,56,431,9.333333333333332,71.83333333333333
TX_maternal_00019461_TX_paternal_00021769,TX_maternal_00019461,TX_paternal_00021769,X,Y,181997931,167855238,182004270,167861279,PASS,PASS,199,274,304,620,820,506,583,444,712,309,532,356,43845,3685,1974,614.1666666666666,329,235,332,283,6,0,47,0,1,14,511,561,348,33231,68,2270,11.333333333333332,378.3333333333333
TX_maternal_00019466_TX_paternal_00021770,TX_maternal_00019466,TX_paternal_00021770,X,Y,182082686,168000264,182084734,168002311,PASS,PASS,179,81,275,106,278,220,86,113,612,43,226,538,129060,1415,1342,235.83333333333331,223.66666666666669,151,121,270,6,0,30,8,2,41,89,234,577,155428,87,1442,14.5,240.33333333333331
TX_maternal_00019476_TX_paternal_00021779,TX_maternal_00019476,TX_paternal_00021779,X,Y,182711691,171763534,182714409,171766779,PASS,PASS,6,0,0,0,7,7,0,1,6,3,6,1,21,21,16,3.5,2.6666666666666665,4,12,1,2,0,6,0,0,0,14,22,15,114,8,68,1.3333333333333333,11.333333333333334
TX_maternal_00019480_TX_paternal_00021784,TX_maternal_00019480,TX_paternal_00021784,X,Y,182919876,172499699,182924380,172502124,PASS,PASS,63,81,127,153,154,159,142,103,125,72,152,112,4375,836,607,139.33333333333334,101.16666666666667,87,142,145,1,1,0,0,1,8,117,227,127,4387,11,845,1.8333333333333335,140.83333333333334
TX_maternal_00019495_TX_paternal_00020790,TX_maternal_00019495,TX_paternal_00020790,X,Y,184515009,83631537,184518155,83634416,PASS,PASS,61,81,86,127,137,144,113,109,147,101,150,67,448,777,546,129.5,91,90,349,129,0,0,0,0,0,0,143,209,88,267,0,1008,0,168
TX_maternal_00019497_TX_paternal_00022955,TX_maternal_00019497,TX_paternal_00022955,X,Y,184528363,341718100,184692597,341723271,PASS,PASS,54,59,109,286,178,183,127,137,218,243,282,100,3619,1129,847,188.16666666666666,141.16666666666666,105,230,206,14,11,11,15,4,14,532,521,148,5566,69,1742,11.5,290.3333333333333
TX_maternal_00019501_TX_paternal_00022960,TX_maternal_00019501,TX_paternal_00022960,X,Y,184986149,342662025,184987708,342667759,PASS,PASS,26,38,36,77,106,100,61,52,127,31,37,39,455,523,207,87.16666666666667,34.5,34,28,43,5,7,6,5,1,14,19,57,20,405,38,201,6.333333333333333,33.5
TX_maternal_00019503_TX_paternal_00022965,TX_maternal_00019503,TX_paternal_00022965,X,Y,185226973,343028610,185231111,343033124,PASS,PASS,113,114,171,167,206,212,101,160,284,116,248,178,9603,1130,940,188.33333333333334,156.66666666666666,10,37,57,14,12,4,7,17,20,36,99,32,483,74,271,12.333333333333334,45.166666666666664
TX_maternal_00019512_TX_paternal_00020598,TX_maternal_00019512,TX_paternal_00020598,X,Y,186294680,59704285,186298369,59707769,PASS,PASS,577,340,707,658,733,795,685,577,1192,238,835,676,62650,4640,3373,773.3333333333334,562.1666666666666,490,338,695,23,16,22,13,9,20,197,706,610,66550,103,3036,17.166666666666668,506
TX_maternal_00019515_TX_paternal_00020596,TX_maternal_00019515,TX_paternal_00020596,X,Y,186337707,59542918,186340833,59546053,PASS,PASS,18,22,28,23,48,43,25,27,45,27,54,9,135,211,158,35.166666666666664,26.333333333333332,49,39,87,17,10,10,11,7,27,114,65,49,49,82,403,13.666666666666666,67.16666666666667
TX_maternal_00019517_TX_paternal_00020594,TX_maternal_00019517,TX_paternal_00020594,X,Y,186414243,59208721,186415028,59210489,PASS,PASS,46,118,197,137,165,172,206,114,167,90,220,100,4015,961,771,160.16666666666666,128.5,84,144,202,5,6,6,2,1,6,131,249,151,7990,26,961,4.333333333333333,160.16666666666666
TX_maternal_00019518_TX_paternal_00020593,TX_maternal_00019518,TX_paternal_00020593,X,Y,186415753,59205619,186418010,59207879,PASS,PASS,31,45,47,28,51,43,37,38,60,51,41,27,145,257,242,42.833333333333336,40.333333333333336,41,40,28,3,0,1,1,3,1,32,58,28,483,9,227,1.5,37.833333333333336
TX_maternal_00019521_TX_paternal_00020590,TX_maternal_00019521,TX_paternal_00020590,X,Y,186628585,58460771,186631800,58464963,PASS,PASS,301,334,369,727,448,584,479,438,763,249,369,358,19111,3439,1980,573.1666666666666,330,34,38,46,0,0,0,4,2,0,39,87,54,924,6,298,1,49.666666666666664
TX_maternal_00019531_TX_paternal_00021346,TX_maternal_00019531,TX_paternal_00021346,X,Y,187366661,110788019,187369618,110790978,PASS,PASS,12,5,21,27,6,20,11,7,31,10,15,8,50,102,71,17,11.833333333333334,40,44,63,13,7,21,25,15,39,41,55,37,154,120,280,20,46.666666666666664
TX_maternal_00019534_TX_paternal_00021342,TX_maternal_00019534,TX_paternal_00021342,X,Y,187574698,110568547,187578222,110591290,PASS,PASS,23,26,31,53,74,53,53,42,44,44,42,24,47,319,190,53.166666666666664,31.666666666666668,19,24,22,1,2,1,2,0,1,36,44,43,775,7,188,1.1666666666666667,31.333333333333332
TX_maternal_00019543_TX_paternal_00021328,TX_maternal_00019543,TX_paternal_00021328,X,Y,188746360,109337158,188752749,109343705,PASS,PASS,15,42,59,54,135,20,354,22,71,75,87,30,360,656,308,109.33333333333334,51.333333333333336,49,45,89,4,29,0,2,3,0,93,81,19,1054,38,376,6.333333333333334,62.666666666666664
TX_maternal_00019545_TX_paternal_00021327,TX_maternal_00019545,TX_paternal_00021327,X,Y,188752842,109335466,188754584,109337209,PASS,PASS,8,0,10,5,10,6,10,6,28,5,9,0,36,65,32,10.833333333333332,5.333333333333333,3,16,3,14,0,18,6,0,0,5,8,10,52,38,45,6.333333333333333,7.5
TX_maternal_00019563_TX_paternal_00021310,TX_maternal_00019563,TX_paternal_00021310,X,Y,189606277,108649318,189607620,108650661,PASS,PASS,2,1,4,10,16,7,14,17,14,15,5,14,104,78,41,13,6.833333333333333,14,26,15,5,12,14,20,8,2,23,21,9,69,61,108,10.166666666666666,18
TX_maternal_00019577_TX_paternal_00021295,TX_maternal_00019577,TX_paternal_00021295,X,Y,190550534,107533841,190554779,107537099,PASS,PASS,4,5,0,6,2,4,11,1,8,16,22,8,30,32,55,5.333333333333333,9.166666666666666,12,29,29,28,2,14,10,20,12,30,59,22,187,86,181,14.333333333333334,30.166666666666668
TX_maternal_00019605_TX_paternal_00021272,TX_maternal_00019605,TX_paternal_00021272,X,Y,192390914,105994442,192393056,105998517,PASS,PASS,13,4,7,1,6,0,6,2,29,2,0,4,85,44,30,7.333333333333334,5,10,12,19,0,2,1,5,0,6,18,20,7,34,14,86,2.3333333333333335,14.333333333333334
TX_maternal_00019612_TX_paternal_00021268,TX_maternal_00019612,TX_paternal_00021268,X,Y,192803823,105606227,192806178,105608583,PASS,PASS,35,57,68,154,195,68,145,114,168,74,99,50,680,844,383,140.66666666666666,63.833333333333336,54,54,68,0,2,34,1,1,4,73,115,39,744,42,403,7,67.16666666666667
TX_maternal_00019625_TX_paternal_00021251,TX_maternal_00019625,TX_paternal_00021251,X,Y,193324980,105045222,193327258,105046857,PASS,PASS,5,3,9,12,28,18,3,4,31,29,17,9,35,96,72,16,12,27,27,41,16,38,21,4,9,30,29,53,30,114,118,207,19.666666666666668,34.5
TX_maternal_00019638_TX_paternal_00021238,TX_maternal_00019638,TX_paternal_00021238,X,Y,195262777,103163046,195270695,103171139,PASS,PASS,23,39,22,41,69,64,11,34,50,20,36,41,608,269,181,44.833333333333336,30.166666666666668,28,16,100,23,6,10,3,1,5,38,103,91,3808,48,376,8,62.666666666666664
TX_maternal_00019644_TX_paternal_00021233,TX_maternal_00019644,TX_paternal_00021233,X,Y,195439934,102991324,195445434,102996686,PASS,PASS,29,17,25,17,50,17,12,2,73,24,21,4,429,171,120,28.5,20,13,24,34,1,2,0,0,1,5,63,59,63,1938,9,256,1.5,42.666666666666664
TX_maternal_00019663_TX_paternal_00021218,TX_maternal_00019663,TX_paternal_00021218,X,Y,196413453,101964777,196415495,101966828,PASS,PASS,42,68,0,32,57,0,89,77,133,144,151,9,867,388,414,64.66666666666667,69,29,35,134,19,14,17,29,16,6,61,56,46,675,101,361,16.833333333333332,60.16666666666667
TX_maternal_00019674_TX_paternal_00021207,TX_maternal_00019674,TX_paternal_00021207,X,Y,196740503,101571396,196741157,101572544,PASS,PASS,0,1,0,2,0,5,3,2,3,1,3,6,21,15,11,2.5,1.8333333333333335,0,0,0,3,0,0,5,0,0,0,0,9,45,8,9,1.3333333333333333,1.5
TX_maternal_00019679_TX_paternal_00021195,TX_maternal_00019679,TX_paternal_00021195,X,Y,197103000,101204824,197104011,101205834,PASS,PASS,72,72,143,253,212,175,89,136,391,45,114,92,1722,1256,538,209.33333333333334,89.66666666666667,29,29,46,1,0,1,1,1,1,18,48,33,155,5,203,0.8333333333333334,33.833333333333336
TX_maternal_00019690_TX_paternal_00021174,TX_maternal_00019690,TX_paternal_00021174,X,Y,198595860,99839361,198598492,99842940,PASS,PASS,5,19,82,44,69,53,42,36,46,25,58,11,56,290,200,48.333333333333336,33.333333333333336,35,22,10,1,12,6,14,3,11,29,44,15,525,47,155,7.833333333333333,25.833333333333332
