pgID,pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,id_tx_mat_fix,id_tx_pat_fix,length.mat,Rh_02.mat,length.pat,Rh_02.pat
4252,NChap2_final_00019730-RA_NChap2_final_00019730-RA,NChap2_final_00019730-RA,NChap2_final_00019730-RA,X,Y,118732208,300631251,118735038,300639277,X_TX_00019730,TX_00019730,2830,0,8026,0
4253,NChap2_final_00019725-RA_NChap2_final_00019744-RA,NChap2_final_00019725-RA,NChap2_final_00019744-RA,X,Y,118757810,300630602,118760117,300632478,X_TX_00019725,TX_00019744,2307,0,1876,0
4256,NChap2_final_00019726-RA_NChap2_final_00019726-RA,NChap2_final_00019726-RA,NChap2_final_00019726-RA,X,Y,118776749,300567738,118779046,300570016,X_TX_00019726,TX_00019726,2297,96,2278,108
4273,NChap2_final_00019717-RA_NChap2_final_00019717-RA,NChap2_final_00019717-RA,NChap2_final_00019717-RA,X,Y,119741450,299920660,119743564,299922757,X_TX_00019717,TX_00019717,2114,607,2097,546
4278,NChap2_final_00019714-RA_NChap2_final_00019714-RA,NChap2_final_00019714-RA,NChap2_final_00019714-RA,X,Y,119782706,299772512,119783361,299773149,X_TX_00019714,TX_00019714,655,0,637,0
4283,NChap2_final_00019711-RA_NChap2_final_00019711-RA,NChap2_final_00019711-RA,NChap2_final_00019711-RA,X,Y,119894292,299396649,119901616,299404004,X_TX_00019711,TX_00019711,7324,204,7355,211
4293,NChap2_final_00019191-RA_NChap2_final_00019191-RA,NChap2_final_00019191-RA,NChap2_final_00019191-RA,X,Y,120122598,414797962,120124280,414799652,X_TX_00019191,TX_00019191,1682,319,1690,6
4302,NChap2_final_00019187-RA_NChap2_final_00019187-RA,NChap2_final_00019187-RA,NChap2_final_00019187-RA,X,Y,120171730,461174529,120173108,461175905,X_TX_00019187,TX_00019187,1378,58,1376,3
4342,NChap2_final_00022700-RA_NChap2_final_00022700-RA,NChap2_final_00022700-RA,NChap2_final_00022700-RA,X,Y,121328854,417866738,121330505,417868389,X_TX_00022700,TX_00022700,1651,370,1651,63
4347,NChap2_final_00022702-RA_NChap2_final_00022702-RA,NChap2_final_00022702-RA,NChap2_final_00022702-RA,X,Y,121353794,417964253,121356609,417967030,X_TX_00022702,TX_00022702,2815,1347,2777,1686
4348,NChap2_final_00022703-RA_NChap2_final_00022703-RA,NChap2_final_00022703-RA,NChap2_final_00022703-RA,X,Y,121357234,417967654,121365010,417975476,X_TX_00022703,TX_00022703,7776,885,7822,1172
4351,NChap2_final_00022704-RA_NChap2_final_00022704-RA,NChap2_final_00022704-RA,NChap2_final_00022704-RA,X,Y,121370977,417982434,121372814,417984274,X_TX_00022704,TX_00022704,1837,320,1840,706
4451,NChap2_final_00021714-RA_NChap2_final_00021714-RA,NChap2_final_00021714-RA,NChap2_final_00021714-RA,X,Y,122941557,420028946,122942114,420029503,X_TX_00021714,TX_00021714,557,0,557,0
4459,NChap2_final_00021716-RA_NChap2_final_00021716-RA,NChap2_final_00021716-RA,NChap2_final_00021716-RA,X,Y,123006523,420008140,123007122,420008739,X_TX_00021716,TX_00021716,599,0,599,0
4463,NChap2_final_00021717-RA_NChap2_final_00021717-RA,NChap2_final_00021717-RA,NChap2_final_00021717-RA,X,Y,123012014,419999562,123015670,420003219,X_TX_00021717,TX_00021717,3656,0,3657,0
4466,NChap2_final_00022598-RA_NChap2_final_00022598-RA,NChap2_final_00022598-RA,NChap2_final_00022598-RA,X,Y,123209798,419825213,123213417,419828805,X_TX_00022598,TX_00022598,3619,1091,3592,202
4467,NChap2_final_00022597-RA_NChap2_final_00022597-RA,NChap2_final_00022597-RA,NChap2_final_00022597-RA,X,Y,123212613,419817319,123220801,419826017,X_TX_00022597,TX_00022597,8188,376,8698,592
4471,NChap2_final_00022596-RA_NChap2_final_00022596-RA,NChap2_final_00022596-RA,NChap2_final_00022596-RA,X,Y,123221456,419815460,123222623,419816626,X_TX_00022596,TX_00022596,1167,0,1166,0
4474,NChap2_final_00022594-RA_NChap2_final_00022594-RA,NChap2_final_00022594-RA,NChap2_final_00022594-RA,X,Y,123319911,419743139,123321736,419744985,X_TX_00022594,TX_00022594,1825,517,1846,498
4477,NChap2_final_00022593-RA_NChap2_final_00022593-RA,NChap2_final_00022593-RA,NChap2_final_00022593-RA,X,Y,123323833,419740423,123325888,419742475,X_TX_00022593,TX_00022593,2055,1513,2052,1795
4482,NChap2_final_00022590-RA_NChap2_final_00022590-RA,NChap2_final_00022590-RA,NChap2_final_00022590-RA,X,Y,123386572,462219016,123396395,462228651,X_TX_00022590,TX_00022590,9823,695,9635,743
4484,NChap2_final_00022589-RA_NChap2_final_00022589-RA,NChap2_final_00022589-RA,NChap2_final_00022589-RA,X,Y,123464794,462251475,123467949,462254651,X_TX_00022589,TX_00022589,3155,47,3176,270
4485,NChap2_final_00022588-RA_NChap2_final_00022588-RA,NChap2_final_00022588-RA,NChap2_final_00022588-RA,X,Y,123468420,462255131,123469543,462256268,X_TX_00022588,TX_00022588,1123,719,1137,1161
4486,NChap2_final_00022587-RA_NChap2_final_00022587-RA,NChap2_final_00022587-RA,NChap2_final_00022587-RA,X,Y,123469873,462256583,123471052,462257765,X_TX_00022587,TX_00022587,1179,0,1182,0
4489,NChap2_final_00022586-RA_NChap2_final_00022586-RA,NChap2_final_00022586-RA,NChap2_final_00022586-RA,X,Y,123479509,462266732,123482392,462285674,X_TX_00022586,TX_00022586,2883,231,18942,317
4491,NChap2_final_00022585-RA_NChap2_final_00022585-RA,NChap2_final_00022585-RA,NChap2_final_00022585-RA,X,Y,123484194,462293070,123500411,462309249,X_TX_00022585,TX_00022585,16217,512,16179,963
4495,NChap2_final_00022582-RA_NChap2_final_00022582-RA,NChap2_final_00022582-RA,NChap2_final_00022582-RA,X,Y,123518914,462638679,123524836,462649351,X_TX_00022582,TX_00022582,5922,1532,10672,1940
4500,NChap2_final_00022580-RA_NChap2_final_00022580-RA,NChap2_final_00022580-RA,NChap2_final_00022580-RA,X,Y,123595693,462773928,123602843,462781367,X_TX_00022580,TX_00022580,7150,7272,7439,13303
4503,NChap2_final_00022579-RA_NChap2_final_00022579-RA,NChap2_final_00022579-RA,NChap2_final_00022579-RA,X,Y,123605020,462783359,123609140,462787474,X_TX_00022579,TX_00022579,4120,257,4115,1810
4504,NChap2_final_00022578-RA_NChap2_final_00022578-RA,NChap2_final_00022578-RA,NChap2_final_00022578-RA,X,Y,123612143,462790139,123618577,462798990,X_TX_00022578,TX_00022578,6434,641,8851,393
4509,NChap2_final_00022577-RA_NChap2_final_00022577-RA,NChap2_final_00022577-RA,NChap2_final_00022577-RA,X,Y,123677602,462890096,123679472,462903598,X_TX_00022577,TX_00022577,1870,0,13502,2
4515,NChap2_final_00017671-RA_NChap2_final_00017671-RA,NChap2_final_00017671-RA,NChap2_final_00017671-RA,X,Y,123775040,463248071,123782809,463255840,X_TX_00017671,TX_00017671,7769,782,7769,1042
4518,NChap2_final_00022570-RA_NChap2_final_00017669-RA,NChap2_final_00022570-RA,NChap2_final_00017669-RA,X,Y,123789818,463273046,123790883,463274357,X_TX_00022570,TX_00017669,1065,0,1311,0
4531,NChap2_final_00022547-RA_NChap2_final_00022547-RA,NChap2_final_00022547-RA,NChap2_final_00022547-RA,X,Y,123890230,463384497,123892727,463387000,X_TX_00022547,TX_00022547,2497,78,2503,410
4533,NChap2_final_00022548-RA_NChap2_final_00022548-RA,NChap2_final_00022548-RA,NChap2_final_00022548-RA,X,Y,123893859,463388113,123899459,463392682,X_TX_00022548,TX_00022548,5600,68,4569,6472
4536,NChap2_final_00022725-RA_NChap2_final_00022725-RA,NChap2_final_00022725-RA,NChap2_final_00022725-RA,X,Y,123923382,463564692,123928393,463576647,X_TX_00022725,TX_00022725,5011,4,11955,7
4539,NChap2_final_00022552-RA_NChap2_final_00022552-RA,NChap2_final_00022552-RA,NChap2_final_00022552-RA,X,Y,123943988,463621842,123950965,463628829,X_TX_00022552,TX_00022552,6977,69,6987,173
4562,NChap2_final_00022555-RA_NChap2_final_00022555-RA,NChap2_final_00022555-RA,NChap2_final_00022555-RA,X,Y,124168315,463919886,124171356,463922936,X_TX_00022555,TX_00022555,3041,799,3050,878
4566,NChap2_final_00022556-RA_NChap2_final_00022556-RA,NChap2_final_00022556-RA,NChap2_final_00022556-RA,X,Y,124174139,463923607,124175471,463925422,X_TX_00022556,TX_00022556,1332,1,1815,927
4587,NChap2_final_00022561-RA_NChap2_final_00022561-RA,NChap2_final_00022561-RA,NChap2_final_00022561-RA,X,Y,124451353,464677665,124454485,464679774,X_TX_00022561,TX_00022561,3132,1622,2109,17948
4592,NChap2_final_00019314-RA_NChap2_final_00019314-RA,NChap2_final_00019314-RA,NChap2_final_00019314-RA,X,Y,124578736,128574933,124581478,128577720,X_TX_00019314,TX_00019314,2742,0,2787,0
4594,NChap2_final_00019313-RA_NChap2_final_00019313-RA,NChap2_final_00019313-RA,NChap2_final_00019313-RA,X,Y,124583705,128568996,124587363,128572656,X_TX_00019313,TX_00019313,3658,293,3660,886
4599,NChap2_final_00019312-RA_NChap2_final_00019312-RA,NChap2_final_00019312-RA,NChap2_final_00019312-RA,X,Y,124661609,128443305,124668186,128449405,X_TX_00019312,TX_00019312,6577,313,6100,980
4604,NChap2_final_00019310-RA_NChap2_final_00019310-RA,NChap2_final_00019310-RA,NChap2_final_00019310-RA,X,Y,124719755,128251297,124720356,128251898,X_TX_00019310,TX_00019310,601,0,601,0
4607,NChap2_final_00019309-RA_NChap2_final_00019309-RA,NChap2_final_00019309-RA,NChap2_final_00019309-RA,X,Y,124726190,128245030,124726660,128245483,X_TX_00019309,TX_00019309,470,0,453,0
4624,NChap2_final_00019304-RA_NChap2_final_00019304-RA,NChap2_final_00019304-RA,NChap2_final_00019304-RA,X,Y,125133185,127760345,125136040,127763191,X_TX_00019304,TX_00019304,2855,29,2846,49
4625,NChap2_final_00019303-RA_NChap2_final_00019303-RA,NChap2_final_00019303-RA,NChap2_final_00019303-RA,X,Y,125170343,127729860,125174556,127734055,X_TX_00019303,TX_00019303,4213,89,4195,129
4628,NChap2_final_00019299-RA_NChap2_final_00019299-RA,NChap2_final_00019299-RA,NChap2_final_00019299-RA,X,Y,125376429,127456859,125381084,127461624,X_TX_00019299,TX_00019299,4655,2917,4765,4895
4632,NChap2_final_00019297-RA_NChap2_final_00019297-RA,NChap2_final_00019297-RA,NChap2_final_00019297-RA,X,Y,125404407,127392726,125418895,127411827,X_TX_00019297,TX_00019297,14488,397,19101,373
4641,NChap2_final_00019295-RA_NChap2_final_00019295-RA,NChap2_final_00019295-RA,NChap2_final_00019295-RA,X,Y,125449130,127307349,125453213,127311478,X_TX_00019295,TX_00019295,4083,308,4129,527
4685,NChap2_final_00020608-RA_NChap2_final_00020608-RA,NChap2_final_00020608-RA,NChap2_final_00020608-RA,X,Y,126144134,449409519,126146697,449412082,X_TX_00020608,TX_00020608,2563,0,2563,69
4687,NChap2_final_00020607-RA_NChap2_final_00020607-RA,NChap2_final_00020607-RA,NChap2_final_00020607-RA,X,Y,126148153,449413482,126150149,449415480,X_TX_00020607,TX_00020607,1996,383,1998,1122
4690,NChap2_final_00020606-RA_NChap2_final_00020606-RA,NChap2_final_00020606-RA,NChap2_final_00020606-RA,X,Y,126191904,449506929,126196243,449511202,X_TX_00020606,TX_00020606,4339,3280,4273,1717
4692,NChap2_final_00020605-RA_NChap2_final_00020605-RA,NChap2_final_00020605-RA,NChap2_final_00020605-RA,X,Y,126197959,449512876,126202770,449517679,X_TX_00020605,TX_00020605,4811,281,4803,153
4700,NChap2_final_00020602-RA_NChap2_final_00020602-RA,NChap2_final_00020602-RA,NChap2_final_00020602-RA,X,Y,126333557,449636930,126341913,449644785,X_TX_00020602,TX_00020602,8356,962,7855,1563
4703,NChap2_final_00020593-RA_NChap2_final_00020593-RA,NChap2_final_00020593-RA,NChap2_final_00020593-RA,X,Y,126400728,450310033,126409571,450318773,X_TX_00020593,TX_00020593,8843,563,8740,818
4704,NChap2_final_00020594-RA_NChap2_final_00020594-RA,NChap2_final_00020594-RA,NChap2_final_00020594-RA,X,Y,126423333,450233744,126428193,450238195,X_TX_00020594,TX_00020594,4860,2365,4451,2649
4709,NChap2_final_00020595-RA_NChap2_final_00020595-RA,NChap2_final_00020595-RA,NChap2_final_00020595-RA,X,Y,126463599,450115256,126465195,450116825,X_TX_00020595,TX_00020595,1596,0,1569,0
4714,NChap2_final_00020597-RA_NChap2_final_00020597-RA,NChap2_final_00020597-RA,NChap2_final_00020597-RA,X,Y,126579845,450025408,126587519,450046418,X_TX_00020597,TX_00020597,7674,380,21010,249
4715,NChap2_final_00020599-RA_NChap2_final_00020599-RA,NChap2_final_00020599-RA,NChap2_final_00020599-RA,X,Y,126602494,449929731,126607688,449934948,X_TX_00020599,TX_00020599,5194,446,5217,1107
4717,NChap2_final_00020600-RA_NChap2_final_00020600-RA,NChap2_final_00020600-RA,NChap2_final_00020600-RA,X,Y,126621946,449880577,126624341,449885337,X_TX_00020600,TX_00020600,2395,441,4760,500
4737,NChap2_final_00020591-RA_NChap2_final_00020591-RA,NChap2_final_00020591-RA,NChap2_final_00020591-RA,X,Y,127426419,450539252,127429401,450542234,X_TX_00020591,TX_00020591,2982,9,2982,143
4739,NChap2_final_00019264-RA_NChap2_final_00019264-RA,NChap2_final_00019264-RA,NChap2_final_00019264-RA,X,Y,127614290,222519979,127617920,222523008,X_TX_00019264,TX_00019264,3630,0,3029,0
4744,NChap2_final_00019263-RA_NChap2_final_00019263-RA,NChap2_final_00019263-RA,NChap2_final_00019263-RA,X,Y,127637707,222569595,127638782,222571662,X_TX_00019263,TX_00019263,1075,0,2067,0
4752,NChap2_final_00019259-RA_NChap2_final_00019259-RA,NChap2_final_00019259-RA,NChap2_final_00019259-RA,X,Y,127664373,218589538,127681105,218605802,X_TX_00019259,TX_00019259,16732,1245,16264,1778
4764,NChap2_final_00019257-RA_NChap2_final_00019257-RA,NChap2_final_00019257-RA,NChap2_final_00019257-RA,X,Y,127741770,218887700,127743894,218889825,X_TX_00019257,TX_00019257,2124,376,2125,759
4767,NChap2_final_00019256-RA_NChap2_final_00019256-RA,NChap2_final_00019256-RA,NChap2_final_00019256-RA,X,Y,127781016,218892844,127782589,218894366,X_TX_00019256,TX_00019256,1573,0,1522,0
4771,NChap2_final_00019255-RA_NChap2_final_00019255-RA,NChap2_final_00019255-RA,NChap2_final_00019255-RA,X,Y,127821666,218971653,127823930,218973912,X_TX_00019255,TX_00019255,2264,438,2259,385
4773,NChap2_final_00019254-RA_NChap2_final_00019254-RA,NChap2_final_00019254-RA,NChap2_final_00019254-RA,X,Y,127824579,218974530,127833615,218984625,X_TX_00019254,TX_00019254,9036,926,10095,1457
4780,NChap2_final_00019253-RA_NChap2_final_00019253-RA,NChap2_final_00019253-RA,NChap2_final_00019253-RA,X,Y,127836617,219025518,127842916,219031819,X_TX_00019253,TX_00019253,6299,1678,6301,2930
4788,NChap2_final_00019250-RA_NChap2_final_00019250-RA,NChap2_final_00019250-RA,NChap2_final_00019250-RA,X,Y,127998200,219818699,128003570,219824368,X_TX_00019250,TX_00019250,5370,0,5669,0
4805,NChap2_final_00020552-RA_NChap2_final_00020552-RA,NChap2_final_00020552-RA,NChap2_final_00020552-RA,X,Y,128537649,152349616,128541511,152353479,X_TX_00020552,TX_00020552,3862,132,3863,266
4806,NChap2_final_00020553-RA_NChap2_final_00020553-RA,NChap2_final_00020553-RA,NChap2_final_00020553-RA,X,Y,128583993,152446066,128590316,152453228,X_TX_00020553,TX_00020553,6323,102,7162,1435
4817,NChap2_final_00020560-RA_NChap2_final_00020560-RA,NChap2_final_00020560-RA,NChap2_final_00020560-RA,X,Y,128694034,154904058,128694943,154904945,X_TX_00020560,TX_00020560,909,9,887,16
4822,NChap2_final_00020562-RA_NChap2_final_00020562-RA,NChap2_final_00020562-RA,NChap2_final_00020562-RA,X,Y,128720563,154933503,128722573,154935428,X_TX_00020562,TX_00020562,2010,298,1925,710
4828,NChap2_final_00020563-RA_NChap2_final_00020563-RA,NChap2_final_00020563-RA,NChap2_final_00020563-RA,X,Y,128743145,154975333,128744330,154976465,X_TX_00020563,TX_00020563,1185,0,1132,0
4831,NChap2_final_00020564-RA_NChap2_final_00020564-RA,NChap2_final_00020564-RA,NChap2_final_00020564-RA,X,Y,128762291,154977215,128762653,154978651,X_TX_00020564,TX_00020564,362,0,1436,0
4838,NChap2_final_00020507-RA_NChap2_final_00020507-RA,NChap2_final_00020507-RA,NChap2_final_00020507-RA,X,Y,128914680,451900126,128918556,451904007,X_TX_00020507,TX_00020507,3876,824,3881,1687
4839,NChap2_final_00020508-RA_NChap2_final_00020508-RA,NChap2_final_00020508-RA,NChap2_final_00020508-RA,X,Y,128919435,451926784,128926802,451934027,X_TX_00020508,TX_00020508,7367,420,7243,573
4845,NChap2_final_00020510-RA_NChap2_final_00020510-RA,NChap2_final_00020510-RA,NChap2_final_00020510-RA,X,Y,128931412,451950876,128935251,451954567,X_TX_00020510,TX_00020510,3839,438,3691,222
4855,NChap2_final_00020486-RA_NChap2_final_00020486-RA,NChap2_final_00020486-RA,NChap2_final_00020486-RA,X,Y,129170015,206090287,129171110,206091390,X_TX_00020486,TX_00020486,1095,0,1103,0
4872,NChap2_final_00020490-RA_NChap2_final_00020490-RA,NChap2_final_00020490-RA,NChap2_final_00020490-RA,X,Y,129624767,205429710,129628304,205433227,X_TX_00020490,TX_00020490,3537,879,3517,629
4879,NChap2_final_00020493-RA_NChap2_final_00020493-RA,NChap2_final_00020493-RA,NChap2_final_00020493-RA,X,Y,129788357,205274335,129799050,205284908,X_TX_00020493,TX_00020493,10693,1847,10573,1600
4883,NChap2_final_00020494-RA_NChap2_final_00020494-RA,NChap2_final_00020494-RA,NChap2_final_00020494-RA,X,Y,129800904,205259202,129807694,205265980,X_TX_00020494,TX_00020494,6790,802,6778,835
4889,NChap2_final_00020495-RA_NChap2_final_00020495-RA,NChap2_final_00020495-RA,NChap2_final_00020495-RA,X,Y,129825145,205212888,129825359,205213780,X_TX_00020495,TX_00020495,214,0,892,10
4900,NChap2_final_00020499-RA_NChap2_final_00020499-RA,NChap2_final_00020499-RA,NChap2_final_00020499-RA,X,Y,129998729,204358494,130000742,204361089,X_TX_00020499,TX_00020499,2013,0,2595,0
4948,NChap2_final_00020530-RA_NChap2_final_00020530-RA,NChap2_final_00020530-RA,NChap2_final_00020530-RA,X,Y,130713490,151477185,130715289,151478930,X_TX_00020530,TX_00020530,1799,3215,1745,45
4952,NChap2_final_00020527-RA_NChap2_final_00020527-RA,NChap2_final_00020527-RA,NChap2_final_00020527-RA,X,Y,130739043,151669540,130740991,151671482,X_TX_00020527,TX_00020527,1948,0,1942,0
5748,NChap2_final_00022503-RA_NChap2_final_00022503-RA,NChap2_final_00022503-RA,NChap2_final_00022503-RA,X,Y,151566544,141869182,151567685,141870320,X_TX_00022503,TX_00022503,1141,26,1138,0
5761,NChap2_final_00022494-RA_NChap2_final_00022494-RA,NChap2_final_00022494-RA,NChap2_final_00022494-RA,X,Y,151663780,140832293,151664182,140832694,X_TX_00022494,TX_00022494,402,1514,401,22
5769,NChap2_final_00022748-RA_NChap2_final_00022748-RA,NChap2_final_00022748-RA,NChap2_final_00022748-RA,X,Y,151760877,369455769,151761839,369461618,X_TX_00022748,TX_00022748,962,86,5849,2
5772,NChap2_final_00022750-RA_NChap2_final_00022750-RA,NChap2_final_00022750-RA,NChap2_final_00022750-RA,X,Y,151796361,372561622,151799317,372569359,X_TX_00022750,TX_00022750,2956,118,7737,0
5774,NChap2_final_00022751-RA_NChap2_final_00022751-RA,NChap2_final_00022751-RA,NChap2_final_00022751-RA,X,Y,151806838,372509445,151807596,372510203,X_TX_00022751,TX_00022751,758,0,758,20
5780,NChap2_final_00023249-RA_NChap2_final_00023249-RA,NChap2_final_00023249-RA,NChap2_final_00023249-RA,X,Y,151852870,372301591,151854944,372302806,X_TX_00023249,TX_00023249,2074,778,1215,29
5781,NChap2_final_00023248-RA_NChap2_final_00023248-RA,NChap2_final_00023248-RA,NChap2_final_00023248-RA,X,Y,151856379,372187899,151857281,372188786,X_TX_00023248,TX_00023248,902,802,887,0
5784,NChap2_final_00023247-RA_NChap2_final_00023247-RA,NChap2_final_00023247-RA,NChap2_final_00023247-RA,X,Y,151890097,371987095,151892787,371989775,X_TX_00023247,TX_00023247,2690,83,2680,14
5794,NChap2_final_00023243-RA_NChap2_final_00023243-RA,NChap2_final_00023243-RA,NChap2_final_00023243-RA,X,Y,151926677,371659691,151928927,371661653,X_TX_00023243,TX_00023243,2250,1755,1962,1237
5813,NChap2_final_00020615-RA_NChap2_final_00020615-RA,NChap2_final_00020615-RA,NChap2_final_00020615-RA,X,Y,152381971,132796877,152385608,132800311,X_TX_00020615,TX_00020615,3637,1309,3434,2145
5818,NChap2_final_00023240-RA_NChap2_final_00023240-RA,NChap2_final_00023240-RA,NChap2_final_00023240-RA,X,Y,152579157,371426958,152580036,371435391,X_TX_00023240,TX_00023240,879,49,8433,0
5823,NChap2_final_00023241-RA_NChap2_final_00023241-RA,NChap2_final_00023241-RA,NChap2_final_00023241-RA,X,Y,152587640,371514092,152596589,371524152,X_TX_00023241,TX_00023241,8949,3892,10060,1518
5834,NChap2_final_00020627-RA_NChap2_final_00020627-RA,NChap2_final_00020627-RA,NChap2_final_00020627-RA,X,Y,152698034,129113295,152699625,129114949,X_TX_00020627,TX_00020627,1591,290,1654,176
5896,NChap2_final_00023226-RA_NChap2_final_00023226-RA,NChap2_final_00023226-RA,NChap2_final_00023226-RA,X,Y,153231739,369616756,153232216,369617233,X_TX_00023226,TX_00023226,477,0,477,0
5902,NChap2_final_00023230-RA_NChap2_final_00023230-RA,NChap2_final_00023230-RA,NChap2_final_00023230-RA,X,Y,153257624,370047387,153258979,370048498,X_TX_00023230,TX_00023230,1355,42,1111,3
5904,NChap2_final_00023232-RA_NChap2_final_00023232-RA,NChap2_final_00023232-RA,NChap2_final_00023232-RA,X,Y,153320858,370321842,153323420,370324414,X_TX_00023232,TX_00023232,2562,702,2572,912
5906,NChap2_final_00023233-RA_NChap2_final_00023233-RA,NChap2_final_00023233-RA,NChap2_final_00023233-RA,X,Y,153326280,370420168,153329898,370423892,X_TX_00023233,TX_00023233,3618,550,3724,2
5907,NChap2_final_00020620-RA_NChap2_final_00020620-RA,NChap2_final_00020620-RA,NChap2_final_00020620-RA,X,Y,153346056,132542654,153347669,132544117,X_TX_00020620,TX_00020620,1613,458,1463,218
5908,NChap2_final_00020619-RA_NChap2_final_00020619-RA,NChap2_final_00020619-RA,NChap2_final_00020619-RA,X,Y,153347817,132541670,153348775,132542447,X_TX_00020619,TX_00020619,958,1069,777,13
6220,NChap2_final_00022876-RA_NChap2_final_00022876-RA,NChap2_final_00022876-RA,NChap2_final_00022876-RA,X,Y,159002109,389993915,159002850,389994654,X_TX_00022876,TX_00022876,741,5,739,0
6225,NChap2_final_00022877-RA_NChap2_final_00022877-RA,NChap2_final_00022877-RA,NChap2_final_00022877-RA,X,Y,159005737,390001860,159007001,390019474,X_TX_00022877,TX_00022877,1264,0,17614,7
6226,NChap2_final_00022878-RA_NChap2_final_00022878-RA,NChap2_final_00022878-RA,NChap2_final_00022878-RA,X,Y,159027916,390133936,159031246,390137263,X_TX_00022878,TX_00022878,3330,441,3327,342
6229,NChap2_final_00022879-RA_NChap2_final_00022879-RA,NChap2_final_00022879-RA,NChap2_final_00022879-RA,X,Y,159062501,390271976,159064685,390274120,X_TX_00022879,TX_00022879,2184,0,2144,0
6235,NChap2_final_00022881-RA_NChap2_final_00022881-RA,NChap2_final_00022881-RA,NChap2_final_00022881-RA,X,Y,159085522,390318446,159086546,390327167,X_TX_00022881,TX_00022881,1024,51,8721,1
6238,NChap2_final_00022882-RA_NChap2_final_00022882-RA,NChap2_final_00022882-RA,NChap2_final_00022882-RA,X,Y,159104390,390353707,159111711,390354658,X_TX_00022882,TX_00022882,7321,0,951,0
6240,NChap2_final_00022883-RA_NChap2_final_00022883-RA,NChap2_final_00022883-RA,NChap2_final_00022883-RA,X,Y,159111922,390383925,159113854,390385865,X_TX_00022883,TX_00022883,1932,318,1940,11
6242,NChap2_final_00022884-RA_NChap2_final_00022884-RA,NChap2_final_00022884-RA,NChap2_final_00022884-RA,X,Y,159160004,390500084,159162170,390502241,X_TX_00022884,TX_00022884,2166,0,2157,0
6251,NChap2_final_00022890-RA_NChap2_final_00022890-RA,NChap2_final_00022890-RA,NChap2_final_00022890-RA,X,Y,159258753,390654964,159264141,390660337,X_TX_00022890,TX_00022890,5388,795,5373,902
6252,NChap2_final_00022892-RA_NChap2_final_00022892-RA,NChap2_final_00022892-RA,NChap2_final_00022892-RA,X,Y,159370074,390825116,159373295,390828373,X_TX_00022892,TX_00022892,3221,478,3257,470
6259,NChap2_final_00022893-RA_NChap2_final_00022893-RA,NChap2_final_00022893-RA,NChap2_final_00022893-RA,X,Y,159661492,391047697,159662949,391049160,X_TX_00022893,TX_00022893,1457,1062,1463,1372
6272,NChap2_final_00022181-RA_NChap2_final_00022181-RA,NChap2_final_00022181-RA,NChap2_final_00022181-RA,X,Y,160367034,383035811,160372753,383042335,X_TX_00022181,TX_00022181,5719,46,6524,177
6275,NChap2_final_00022180-RA_NChap2_final_00022180-RA,NChap2_final_00022180-RA,NChap2_final_00022180-RA,X,Y,160407529,382952906,160409234,382954660,X_TX_00022180,TX_00022180,1705,0,1754,0
6277,NChap2_final_00022736-RA_NChap2_final_00022185-RA,NChap2_final_00022736-RA,NChap2_final_00022185-RA,X,Y,160427316,383275709,160427700,383276453,X_TX_00022736,TX_00022185,384,11,744,56
6280,NChap2_final_00022174-RA_NChap2_final_00022174-RA,NChap2_final_00022174-RA,NChap2_final_00022174-RA,X,Y,160524417,382739365,160527609,382742543,X_TX_00022174,TX_00022174,3192,21,3178,24
6282,NChap2_final_00022176-RA_NChap2_final_00022176-RA,NChap2_final_00022176-RA,NChap2_final_00022176-RA,X,Y,160555019,382655690,160557462,382658014,X_TX_00022176,TX_00022176,2443,0,2324,0
6300,NChap2_final_00022173-RA_NChap2_final_00022173-RA,NChap2_final_00022173-RA,NChap2_final_00022173-RA,X,Y,160759810,382235818,160770772,382246713,X_TX_00022173,TX_00022173,10962,645,10895,1306
6302,NChap2_final_00022182-RA_NChap2_final_00022182-RA,NChap2_final_00022182-RA,NChap2_final_00022182-RA,X,Y,160811895,383069294,160818832,383076223,X_TX_00022182,TX_00022182,6937,994,6929,792
6304,NChap2_final_00022183-RA_NChap2_final_00022183-RA,NChap2_final_00022183-RA,NChap2_final_00022183-RA,X,Y,160822633,383085421,160831003,383093723,X_TX_00022183,TX_00022183,8370,3853,8302,4105
6305,NChap2_final_00022184-RA_NChap2_final_00022184-RA,NChap2_final_00022184-RA,NChap2_final_00022184-RA,X,Y,160898930,383240416,160899810,383243968,X_TX_00022184,TX_00022184,880,0,3552,0
6307,NChap2_final_00022179-RA_NChap2_final_00022179-RA,NChap2_final_00022179-RA,NChap2_final_00022179-RA,X,Y,161008581,382901485,161009362,382902266,X_TX_00022179,TX_00022179,781,144,781,44
6322,NChap2_final_00022720-RA_NChap2_final_00022720-RA,NChap2_final_00022720-RA,NChap2_final_00022720-RA,X,Y,161302892,383636454,161305455,383638994,X_TX_00022720,TX_00022720,2563,542,2540,1317
6330,NChap2_final_00022424-RA_NChap2_final_00022424-RA,NChap2_final_00022424-RA,NChap2_final_00022424-RA,X,Y,161334342,383936394,161342272,383944441,X_TX_00022424,TX_00022424,7930,3566,8047,5700
