pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,flag_tx_mat,flag_tx_pat
TX_maternal_00019922_TX_paternal_00020947,TX_maternal_00019922,TX_paternal_00020947,X,Y,209567576,90815263,209573868,90821588,PASS,PASS
TX_maternal_00019923_TX_paternal_00020946,TX_maternal_00019923,TX_paternal_00020946,X,Y,209576913,90809662,209579316,90810185,PASS,PASS
TX_maternal_00019925_TX_paternal_00020941,TX_maternal_00019925,TX_paternal_00020941,X,Y,209918325,90405840,209919865,90407441,PASS,PASS
TX_maternal_00019926_TX_paternal_00020940,TX_maternal_00019926,TX_paternal_00020940,X,Y,209920774,90403733,209921995,90404955,PASS,PASS
TX_maternal_00019929_TX_paternal_00020937,TX_maternal_00019929,TX_paternal_00020937,X,Y,209931041,90392347,209932970,90394276,PASS,PASS
TX_maternal_00019931_TX_paternal_00020936,TX_maternal_00019931,TX_paternal_00020936,X,Y,210018310,90303878,210021698,90306061,PASS,PASS
TX_maternal_00019934_TX_paternal_00020935,TX_maternal_00019934,TX_paternal_00020935,X,Y,210195012,90139519,210198141,90151558,PASS,PASS
TX_maternal_00019935_TX_paternal_00020934,TX_maternal_00019935,TX_paternal_00020934,X,Y,210225926,90095641,210231811,90101446,PASS,PASS
TX_maternal_00019936_TX_paternal_00020933,TX_maternal_00019936,TX_paternal_00020933,X,Y,210321986,89995917,210324403,89998733,PASS,PASS
TX_maternal_00019942_TX_paternal_00020929,TX_maternal_00019942,TX_paternal_00020929,X,Y,210570730,89810599,210573367,89852498,PASS,PASS
TX_maternal_00019943_TX_paternal_00020927,TX_maternal_00019943,TX_paternal_00020927,X,Y,210619885,89742837,210621864,89744819,PASS,PASS
TX_maternal_00019945_TX_paternal_00020925,TX_maternal_00019945,TX_paternal_00020925,X,Y,210735293,89627172,210741957,89633582,PASS,PASS
TX_maternal_00019946_TX_paternal_00020924,TX_maternal_00019946,TX_paternal_00020924,X,Y,210765765,89602583,210767246,89604543,PASS,PASS
TX_maternal_00019950_TX_paternal_00020922,TX_maternal_00019950,TX_paternal_00020922,X,Y,210808075,89554609,210809673,89556153,PASS,PASS
TX_maternal_00019952_TX_paternal_00020921,TX_maternal_00019952,TX_paternal_00020921,X,Y,210835819,89510355,210850950,89520355,PASS,PASS
TX_maternal_00019954_TX_paternal_00020919,TX_maternal_00019954,TX_paternal_00020919,X,Y,210914332,89426408,210915698,89428957,PASS,PASS
TX_maternal_00019958_TX_paternal_00020916,TX_maternal_00019958,TX_paternal_00020916,X,Y,210956580,89371725,210958654,89373800,PASS,PASS
TX_maternal_00019964_TX_paternal_00020915,TX_maternal_00019964,TX_paternal_00020915,X,Y,211029390,89319955,211031859,89322430,PASS,PASS
TX_maternal_00019965_TX_paternal_00020914,TX_maternal_00019965,TX_paternal_00020914,X,Y,211033811,89315345,211036470,89318745,PASS,PASS
TX_maternal_00019966_TX_paternal_00020913,TX_maternal_00019966,TX_paternal_00020913,X,Y,211060152,89300096,211067014,89309281,PASS,PASS
TX_maternal_00019968_TX_paternal_00020909,TX_maternal_00019968,TX_paternal_00020909,X,Y,211151134,89193063,211153947,89195871,PASS,PASS
TX_maternal_00019971_TX_paternal_00020905,TX_maternal_00019971,TX_paternal_00020905,X,Y,211233822,89102586,211236768,89107157,PASS,PASS
TX_maternal_00019974_TX_paternal_00020902,TX_maternal_00019974,TX_paternal_00020902,X,Y,211447745,88967819,211452881,88972555,PASS,PASS
TX_maternal_00019975_TX_paternal_00020901,TX_maternal_00019975,TX_paternal_00020901,X,Y,211459073,88961541,211461186,88962833,PASS,PASS
TX_maternal_00019976_TX_paternal_00020900,TX_maternal_00019976,TX_paternal_00020900,X,Y,211461195,88958442,211464560,88960314,PASS,PASS
TX_maternal_00019979_TX_paternal_00020898,TX_maternal_00019979,TX_paternal_00020898,X,Y,211487845,88924993,211491605,88928763,PASS,PASS
TX_maternal_00019980_TX_paternal_00020897,TX_maternal_00019980,TX_paternal_00020897,X,Y,211565389,88842121,211568339,88845484,PASS,PASS
TX_maternal_00019981_TX_paternal_00020896,TX_maternal_00019981,TX_paternal_00020896,X,Y,211568794,88840149,211570728,88842083,PASS,PASS
TX_maternal_00019982_TX_paternal_00020895,TX_maternal_00019982,TX_paternal_00020895,X,Y,211588779,88815970,211592161,88819356,PASS,PASS
TX_maternal_00019984_TX_paternal_00020893,TX_maternal_00019984,TX_paternal_00020893,X,Y,211617115,88784048,211623643,88784615,PASS,PASS
TX_maternal_00019985_TX_paternal_00020891,TX_maternal_00019985,TX_paternal_00020891,X,Y,211623669,88777114,211630569,88778726,PASS,PASS
TX_maternal_00019986_TX_paternal_00020890,TX_maternal_00019986,TX_paternal_00020890,X,Y,211707715,88712273,211710279,88714585,PASS,PASS
TX_maternal_00019987_TX_paternal_00020889,TX_maternal_00019987,TX_paternal_00020889,X,Y,211799845,88585769,211804710,88590626,PASS,PASS
TX_maternal_00019990_TX_paternal_00020888,TX_maternal_00019990,TX_paternal_00020888,X,Y,211836015,88550818,211848784,88563648,PASS,PASS
TX_maternal_00019992_TX_paternal_00020885,TX_maternal_00019992,TX_paternal_00020885,X,Y,211973779,88444099,211977749,88446396,PASS,PASS
TX_maternal_00020023_TX_paternal_00020850,TX_maternal_00020023,TX_paternal_00020850,X,Y,213737326,86692363,213739265,86694300,PASS,PASS
TX_maternal_00019998_TX_paternal_00020880,TX_maternal_00019998,TX_paternal_00020880,X,Y,212307387,88112726,212342630,88115128,PASS,PASS
TX_maternal_00019999_TX_paternal_00020879,TX_maternal_00019999,TX_paternal_00020879,X,Y,212494900,87997232,212495206,87997538,PASS,PASS
TX_maternal_00020000_TX_paternal_00020878,TX_maternal_00020000,TX_paternal_00020878,X,Y,212495308,87993856,212498617,87997130,PASS,PASS
TX_maternal_00020001_TX_paternal_00020877,TX_maternal_00020001,TX_paternal_00020877,X,Y,212529764,87922032,212555597,87926784,PASS,PASS
TX_maternal_00020004_TX_paternal_00020872,TX_maternal_00020004,TX_paternal_00020872,X,Y,212751441,87735225,212753756,87737806,PASS,PASS
TX_maternal_00020005_TX_paternal_00020871,TX_maternal_00020005,TX_paternal_00020871,X,Y,212759587,87730939,212761850,87733202,PASS,PASS
TX_maternal_00020006_TX_paternal_00020869,TX_maternal_00020006,TX_paternal_00020869,X,Y,212763816,87722516,212769341,87726919,PASS,PASS
TX_maternal_00020007_TX_paternal_00020868,TX_maternal_00020007,TX_paternal_00020868,X,Y,212812891,87650519,212822014,87652403,PASS,PASS
TX_maternal_00020008_TX_paternal_00020867,TX_maternal_00020008,TX_paternal_00020867,X,Y,212872569,87576150,212876497,87580072,PASS,PASS
TX_maternal_00020009_TX_paternal_00020865,TX_maternal_00020009,TX_paternal_00020865,X,Y,213014852,87411518,213016177,87413364,PASS,PASS
TX_maternal_00020010_TX_paternal_00020864,TX_maternal_00020010,TX_paternal_00020864,X,Y,213027484,87388904,213031770,87392843,PASS,PASS
TX_maternal_00020011_TX_paternal_00020863,TX_maternal_00020011,TX_paternal_00020863,X,Y,213095404,87329561,213100829,87339316,PASS,PASS
TX_maternal_00020012_TX_paternal_00020862,TX_maternal_00020012,TX_paternal_00020862,X,Y,213135982,87268872,213141782,87283702,PASS,PASS
TX_maternal_00020013_TX_paternal_00020860,TX_maternal_00020013,TX_paternal_00020860,X,Y,213245005,87176040,213249850,87220483,PASS,PASS
TX_maternal_00020014_TX_paternal_00020859,TX_maternal_00020014,TX_paternal_00020859,X,Y,213367888,87124246,213372320,87127739,PASS,PASS
TX_maternal_00020016_TX_paternal_00020856,TX_maternal_00020016,TX_paternal_00020856,X,Y,213397592,87076483,213405854,87081334,PASS,PASS
TX_maternal_00020019_TX_paternal_00020854,TX_maternal_00020019,TX_paternal_00020854,X,Y,213583760,86790898,213584973,86855653,PASS,PASS
TX_maternal_00020020_TX_paternal_00020853,TX_maternal_00020020,TX_paternal_00020853,X,Y,213643712,86777944,213644159,86778391,PASS,PASS
TX_maternal_00020021_TX_paternal_00020852,TX_maternal_00020021,TX_paternal_00020852,X,Y,213644332,86774254,213647851,86777771,PASS,PASS
TX_maternal_00020024_TX_paternal_00020845,TX_maternal_00020024,TX_paternal_00020845,X,Y,213876911,86551738,213880163,86554974,PASS,PASS
TX_maternal_00020025_TX_paternal_00020844,TX_maternal_00020025,TX_paternal_00020844,X,Y,213883661,86546961,213884864,86548162,PASS,PASS
TX_maternal_00020026_TX_paternal_00020842,TX_maternal_00020026,TX_paternal_00020842,X,Y,213892618,86513706,213898662,86522619,PASS,PASS
TX_maternal_00020028_TX_paternal_00020841,TX_maternal_00020028,TX_paternal_00020841,X,Y,213940689,86476269,213943600,86487298,PASS,PASS
TX_maternal_00020030_TX_paternal_00020840,TX_maternal_00020030,TX_paternal_00020840,X,Y,213946881,86470347,213949889,86473355,PASS,PASS
TX_maternal_00020031_TX_paternal_00020837,TX_maternal_00020031,TX_paternal_00020837,X,Y,213948914,86455463,213951572,86456702,PASS,PASS
TX_maternal_00020034_TX_paternal_00020836,TX_maternal_00020034,TX_paternal_00020836,X,Y,213975282,86452405,213977989,86455112,PASS,PASS
TX_maternal_00020035_TX_paternal_00020833,TX_maternal_00020035,TX_paternal_00020833,X,Y,214004828,86415601,214008301,86420814,PASS,PASS
TX_maternal_00020037_TX_paternal_00020832,TX_maternal_00020037,TX_paternal_00020832,X,Y,214016038,86407417,214016597,86407976,PASS,PASS
TX_maternal_00020038_TX_paternal_00020831,TX_maternal_00020038,TX_paternal_00020831,X,Y,214019859,86401238,214022795,86404174,PASS,PASS
TX_maternal_00020040_TX_paternal_00020829,TX_maternal_00020040,TX_paternal_00020829,X,Y,214063740,86285162,214066105,86287529,PASS,PASS
TX_maternal_00020041_TX_paternal_00020826,TX_maternal_00020041,TX_paternal_00020826,X,Y,214088071,86260198,214088825,86261037,PASS,PASS
TX_maternal_00020042_TX_paternal_00020825,TX_maternal_00020042,TX_paternal_00020825,X,Y,214094588,86252511,214096732,86254665,PASS,PASS
TX_maternal_00020044_TX_paternal_00020823,TX_maternal_00020044,TX_paternal_00020823,X,Y,214399568,85959562,214403326,85962318,PASS,PASS
TX_maternal_00020051_TX_paternal_00020819,TX_maternal_00020051,TX_paternal_00020819,X,Y,214538524,85797605,214538992,85798074,PASS,PASS
TX_maternal_00020052_TX_paternal_00020818,TX_maternal_00020052,TX_paternal_00020818,X,Y,214563397,85772776,214564735,85774039,PASS,PASS
TX_maternal_00020055_TX_paternal_00020816,TX_maternal_00020055,TX_paternal_00020816,X,Y,214678403,85632539,214681519,85635196,PASS,PASS
TX_maternal_00020056_TX_paternal_00020815,TX_maternal_00020056,TX_paternal_00020815,X,Y,214693174,85625214,214695981,85628021,PASS,PASS
TX_maternal_00020059_TX_paternal_00020813,TX_maternal_00020059,TX_paternal_00020813,X,Y,214743272,85568297,214757688,85582795,PASS,PASS
TX_maternal_00020060_TX_paternal_00020812,TX_maternal_00020060,TX_paternal_00020812,X,Y,214758815,85564827,214761354,85567166,PASS,PASS
TX_maternal_00020065_TX_paternal_00020805,TX_maternal_00020065,TX_paternal_00020805,X,Y,215480764,84755087,215483103,84757506,PASS,PASS
TX_maternal_00020066_TX_paternal_00020801,TX_maternal_00020066,TX_paternal_00020801,X,Y,215620170,84628786,215625385,84632080,PASS,PASS
TX_maternal_00020067_TX_paternal_00020800,TX_maternal_00020067,TX_paternal_00020800,X,Y,215625798,84625499,215627794,84627535,PASS,PASS
TX_maternal_00020068_TX_paternal_00020799,TX_maternal_00020068,TX_paternal_00020799,X,Y,215799493,84437974,215801106,84439595,PASS,PASS
TX_maternal_00020069_TX_paternal_00020798,TX_maternal_00020069,TX_paternal_00020798,X,Y,215807936,84367706,215822642,84383852,PASS,PASS
TX_maternal_00020070_TX_paternal_00020797,TX_maternal_00020070,TX_paternal_00020797,X,Y,215823328,84364654,215825692,84367015,PASS,PASS
TX_maternal_00020071_TX_paternal_00020796,TX_maternal_00020071,TX_paternal_00020796,X,Y,215826759,84360186,215830129,84363588,PASS,PASS
TX_maternal_00020078_TX_paternal_00020795,TX_maternal_00020078,TX_paternal_00020795,X,Y,215936584,84226274,215939884,84229556,PASS,PASS
TX_maternal_00020079_TX_paternal_00020794,TX_maternal_00020079,TX_paternal_00020794,X,Y,215948696,84216559,215950345,84218234,PASS,PASS
TX_maternal_00020081_TX_paternal_00020792,TX_maternal_00020081,TX_paternal_00020792,X,Y,216157296,84032303,216164509,84034584,PASS,PASS
TX_maternal_00020082_TX_paternal_00020475,TX_maternal_00020082,TX_paternal_00020475,X,Y,216262635,46413199,216269322,46419882,PASS,PASS
TX_maternal_00020083_TX_paternal_00020474,TX_maternal_00020083,TX_paternal_00020474,X,Y,216270181,46380281,216296876,46405061,PASS,PASS
TX_maternal_00020084_TX_paternal_00020473,TX_maternal_00020084,TX_paternal_00020473,X,Y,216296761,46376002,216301152,46380447,PASS,PASS
TX_maternal_00020085_TX_paternal_00020472,TX_maternal_00020085,TX_paternal_00020472,X,Y,216302521,46372794,216304436,46375118,PASS,PASS
TX_maternal_00020087_TX_paternal_00020469,TX_maternal_00020087,TX_paternal_00020469,X,Y,216325216,46353697,216331271,46355509,PASS,PASS
TX_maternal_00020088_TX_paternal_00020467,TX_maternal_00020088,TX_paternal_00020467,X,Y,216335415,46343219,216338434,46345730,PASS,PASS
TX_maternal_00020089_TX_paternal_00020466,TX_maternal_00020089,TX_paternal_00020466,X,Y,216345916,46326384,216347205,46327217,PASS,PASS
TX_maternal_00020091_TX_paternal_00020465,TX_maternal_00020091,TX_paternal_00020465,X,Y,216420062,46318596,216432393,46324548,PASS,PASS
TX_maternal_00020094_TX_paternal_00020463,TX_maternal_00020094,TX_paternal_00020463,X,Y,216467180,46285127,216467823,46286126,PASS,PASS
TX_maternal_00020100_TX_paternal_00020458,TX_maternal_00020100,TX_paternal_00020458,X,Y,216495823,46230743,216501725,46236659,PASS,PASS
TX_maternal_00020101_TX_paternal_00020455,TX_maternal_00020101,TX_paternal_00020455,X,Y,216674741,46049675,216680813,46055808,PASS,PASS
TX_maternal_00020106_TX_paternal_00020451,TX_maternal_00020106,TX_paternal_00020451,X,Y,216723922,46000047,216724607,46000789,PASS,PASS
TX_maternal_00020107_TX_paternal_00020450,TX_maternal_00020107,TX_paternal_00020450,X,Y,216749472,45972073,216752406,45974955,PASS,PASS
TX_maternal_00020110_TX_paternal_00020447,TX_maternal_00020110,TX_paternal_00020447,X,Y,216838548,45877103,216845553,45880717,PASS,PASS
TX_maternal_00020111_TX_paternal_00020446,TX_maternal_00020111,TX_paternal_00020446,X,Y,216866094,45849877,216871165,45855005,PASS,PASS
TX_maternal_00020112_TX_paternal_00020445,TX_maternal_00020112,TX_paternal_00020445,X,Y,216902309,45791238,216905949,45794650,PASS,PASS
TX_maternal_00020113_TX_paternal_00020444,TX_maternal_00020113,TX_paternal_00020444,X,Y,216907106,45781032,216916081,45790030,PASS,PASS
TX_maternal_00020114_TX_paternal_00020443,TX_maternal_00020114,TX_paternal_00020443,X,Y,216916359,45775964,216921105,45780754,PASS,PASS
TX_maternal_00020115_TX_paternal_00020442,TX_maternal_00020115,TX_paternal_00020442,X,Y,216921615,45772137,216924791,45775454,PASS,PASS
TX_maternal_00020117_TX_paternal_00020436,TX_maternal_00020117,TX_paternal_00020436,X,Y,216941256,45596263,216943736,45597954,PASS,PASS
TX_maternal_00020118_TX_paternal_00020439,TX_maternal_00020118,TX_paternal_00020439,X,Y,216979291,45705525,216979588,45705831,PASS,PASS
TX_maternal_00020119_TX_paternal_00020438,TX_maternal_00020119,TX_paternal_00020438,X,Y,216986668,45695273,216989834,45698443,PASS,PASS
TX_maternal_00020120_TX_paternal_00020437,TX_maternal_00020120,TX_paternal_00020437,X,Y,217064243,45599060,217065992,45600809,PASS,PASS
TX_maternal_00020122_TX_paternal_00020435,TX_maternal_00020122,TX_paternal_00020435,X,Y,217070080,45589602,217076821,45594971,PASS,PASS
TX_maternal_00020123_TX_paternal_00020434,TX_maternal_00020123,TX_paternal_00020434,X,Y,217097151,45567062,217097903,45567850,PASS,PASS
TX_maternal_00020126_TX_paternal_00020432,TX_maternal_00020126,TX_paternal_00020432,X,Y,217210162,45480935,217212970,45483719,PASS,PASS
TX_maternal_00020127_TX_paternal_00020431,TX_maternal_00020127,TX_paternal_00020431,X,Y,217236815,45435890,217242382,45441130,PASS,PASS
TX_maternal_00020128_TX_paternal_00020430,TX_maternal_00020128,TX_paternal_00020430,X,Y,217242349,45431598,217245921,45435170,PASS,PASS
TX_maternal_00020132_TX_paternal_00020429,TX_maternal_00020132,TX_paternal_00020429,X,Y,217264441,45422824,217267873,45426423,PASS,PASS
TX_maternal_00020133_TX_paternal_00020428,TX_maternal_00020133,TX_paternal_00020428,X,Y,217284894,45411289,217286976,45413371,PASS,PASS
TX_maternal_00020134_TX_paternal_00020427,TX_maternal_00020134,TX_paternal_00020427,X,Y,217288234,45407392,217290943,45410101,PASS,PASS
TX_maternal_00020137_TX_paternal_00020422,TX_maternal_00020137,TX_paternal_00020422,X,Y,217413650,45249681,217418725,45254745,PASS,PASS
TX_maternal_00020138_TX_paternal_00020418,TX_maternal_00020138,TX_paternal_00020418,X,Y,217510014,45158519,217516300,45164825,PASS,PASS
TX_maternal_00020139_TX_paternal_00020416,TX_maternal_00020139,TX_paternal_00020416,X,Y,217567851,45091833,217571166,45095146,PASS,PASS
TX_maternal_00020140_TX_paternal_00020411,TX_maternal_00020140,TX_paternal_00020411,X,Y,217669837,44976071,217676897,44983156,PASS,PASS
TX_maternal_00020142_TX_paternal_00020409,TX_maternal_00020142,TX_paternal_00020409,X,Y,217786246,44844361,217786750,44847660,PASS,PASS
TX_maternal_00020144_TX_paternal_00020408,TX_maternal_00020144,TX_paternal_00020408,X,Y,217811162,44819304,217814325,44822467,PASS,PASS
TX_maternal_00020145_TX_paternal_00020407,TX_maternal_00020145,TX_paternal_00020407,X,Y,217815212,44814235,217819405,44818428,PASS,PASS
TX_maternal_00020146_TX_paternal_00020406,TX_maternal_00020146,TX_paternal_00020406,X,Y,217864500,44771866,217865674,44773032,PASS,PASS
TX_maternal_00020147_TX_paternal_00020405,TX_maternal_00020147,TX_paternal_00020405,X,Y,217865690,44770390,217867150,44771850,PASS,PASS
TX_maternal_00020148_TX_paternal_00020404,TX_maternal_00020148,TX_paternal_00020404,X,Y,217902001,44736349,217904934,44739606,PASS,PASS
TX_maternal_00020149_TX_paternal_00020403,TX_maternal_00020149,TX_paternal_00020403,X,Y,217942786,44696911,217944369,44698394,PASS,PASS
TX_maternal_00020150_TX_paternal_00020402,TX_maternal_00020150,TX_paternal_00020402,X,Y,217995248,44645150,217997675,44645790,PASS,PASS
TX_maternal_00020151_TX_paternal_00020401,TX_maternal_00020151,TX_paternal_00020401,X,Y,217996178,44640219,217997774,44645088,PASS,PASS
TX_maternal_00020152_TX_paternal_00020399,TX_maternal_00020152,TX_paternal_00020399,X,Y,218065967,44572742,218068521,44575297,PASS,PASS
TX_maternal_00020154_TX_paternal_00020397,TX_maternal_00020154,TX_paternal_00020397,X,Y,218126130,44527412,218129429,44530213,PASS,PASS
TX_maternal_00020155_TX_paternal_00020396,TX_maternal_00020155,TX_paternal_00020396,X,Y,218132651,44514991,218135906,44518251,PASS,PASS
TX_maternal_00020159_TX_paternal_00020393,TX_maternal_00020159,TX_paternal_00020393,X,Y,218205636,44433458,218210190,44437490,PASS,PASS
TX_maternal_00020160_TX_paternal_00020388,TX_maternal_00020160,TX_paternal_00020388,X,Y,218300509,44256117,218305021,44259052,PASS,PASS
TX_maternal_00020162_TX_paternal_00020387,TX_maternal_00020162,TX_paternal_00020387,X,Y,218409456,44150892,218418296,44159743,PASS,PASS
TX_maternal_00020163_TX_paternal_00020384,TX_maternal_00020163,TX_paternal_00020384,X,Y,218557584,43997344,218558793,43999122,PASS,PASS
TX_maternal_00020165_TX_paternal_00020381,TX_maternal_00020165,TX_paternal_00020381,X,Y,218771800,43765369,218774365,43768821,PASS,PASS
TX_maternal_00020166_TX_paternal_00020380,TX_maternal_00020166,TX_paternal_00020380,X,Y,218847455,43699228,218850301,43702640,PASS,PASS
TX_maternal_00020167_TX_paternal_00020379,TX_maternal_00020167,TX_paternal_00020379,X,Y,218859645,43685596,218864054,43690005,PASS,PASS
TX_maternal_00020170_TX_paternal_00020376,TX_maternal_00020170,TX_paternal_00020376,X,Y,219036432,43552492,219042961,43559023,PASS,PASS
TX_maternal_00020171_TX_paternal_00020375,TX_maternal_00020171,TX_paternal_00020375,X,Y,219047661,43545955,219049853,43552333,PASS,PASS
TX_maternal_00020172_TX_paternal_00020374,TX_maternal_00020172,TX_paternal_00020374,X,Y,219051256,43539034,219057910,43547237,PASS,PASS
TX_maternal_00020174_TX_paternal_00020373,TX_maternal_00020174,TX_paternal_00020373,X,Y,219067434,43535225,219068234,43535710,PASS,PASS
TX_maternal_00020176_TX_paternal_00020372,TX_maternal_00020176,TX_paternal_00020372,X,Y,219099586,43510549,219103864,43514829,PASS,PASS
TX_maternal_00020178_TX_paternal_00020370,TX_maternal_00020178,TX_paternal_00020370,X,Y,219112437,43493529,219115414,43499195,PASS,PASS
TX_maternal_00020179_TX_paternal_00020369,TX_maternal_00020179,TX_paternal_00020369,X,Y,219146108,43425489,219198720,43468228,PASS,PASS
TX_maternal_00020182_TX_paternal_00020365,TX_maternal_00020182,TX_paternal_00020365,X,Y,219354210,43236169,219359250,43239107,PASS,PASS
TX_maternal_00020185_TX_paternal_00020362,TX_maternal_00020185,TX_paternal_00020362,X,Y,219457634,43130843,219459499,43132708,PASS,PASS
TX_maternal_00020187_TX_paternal_00020357,TX_maternal_00020187,TX_paternal_00020357,X,Y,219493730,43087200,219495051,43087803,PASS,PASS
TX_maternal_00020188_TX_paternal_00020356,TX_maternal_00020188,TX_paternal_00020356,X,Y,219561197,43043380,219561614,43043805,PASS,PASS
TX_maternal_00020189_TX_paternal_00020355,TX_maternal_00020189,TX_paternal_00020355,X,Y,219588948,43025461,219589452,43025965,PASS,PASS
TX_maternal_00020190_TX_paternal_00020354,TX_maternal_00020190,TX_paternal_00020354,X,Y,219589808,43020259,219594416,43021295,PASS,PASS
TX_maternal_00020192_TX_paternal_00020351,TX_maternal_00020192,TX_paternal_00020351,X,Y,219746141,42855398,219759650,42859047,PASS,PASS
TX_maternal_00020193_TX_paternal_00020350,TX_maternal_00020193,TX_paternal_00020350,X,Y,219790643,42821371,219800738,42825897,PASS,PASS
TX_maternal_00020195_TX_paternal_00020346,TX_maternal_00020195,TX_paternal_00020346,X,Y,219858034,42766697,219863766,42772428,PASS,PASS
TX_maternal_00020196_TX_paternal_00020343,TX_maternal_00020196,TX_paternal_00020343,X,Y,219965567,42611370,219984402,42629894,PASS,PASS
TX_maternal_00020197_TX_paternal_00020342,TX_maternal_00020197,TX_paternal_00020342,X,Y,220007395,42582413,220009235,42588996,PASS,PASS
TX_maternal_00020201_TX_paternal_00020338,TX_maternal_00020201,TX_paternal_00020338,X,Y,220292911,42225544,220299561,42268680,PASS,PASS
TX_maternal_00020204_TX_paternal_00020335,TX_maternal_00020204,TX_paternal_00020335,X,Y,220580868,41889301,220582225,41890657,PASS,PASS
TX_maternal_00020206_TX_paternal_00020332,TX_maternal_00020206,TX_paternal_00020332,X,Y,220607614,41859362,220611373,41865180,PASS,PASS
TX_maternal_00020207_TX_paternal_00020329,TX_maternal_00020207,TX_paternal_00020329,X,Y,220631796,41824855,220634897,41827956,PASS,PASS
TX_maternal_00020208_TX_paternal_00020328,TX_maternal_00020208,TX_paternal_00020328,X,Y,220642527,41815904,220646730,41817236,PASS,PASS
TX_maternal_00020209_TX_paternal_00020324,TX_maternal_00020209,TX_paternal_00020324,X,Y,221105919,41187052,221107282,41191650,PASS,PASS
TX_maternal_00020210_TX_paternal_00020323,TX_maternal_00020210,TX_paternal_00020323,X,Y,221183688,41108685,221188514,41114658,PASS,PASS
TX_maternal_00020211_TX_paternal_00020322,TX_maternal_00020211,TX_paternal_00020322,X,Y,221192196,41094658,221194311,41096117,PASS,PASS
TX_maternal_00020213_TX_paternal_00020320,TX_maternal_00020213,TX_paternal_00020320,X,Y,221347157,40920600,221350111,40923550,PASS,PASS
TX_maternal_00020214_TX_paternal_00020319,TX_maternal_00020214,TX_paternal_00020319,X,Y,221350223,40916749,221353948,40920613,PASS,PASS
TX_maternal_00020215_TX_paternal_00020318,TX_maternal_00020215,TX_paternal_00020318,X,Y,221356779,40908853,221361841,40913921,PASS,PASS
TX_maternal_00020218_TX_paternal_00020316,TX_maternal_00020218,TX_paternal_00020316,X,Y,221411883,40868015,221415102,40870776,PASS,PASS
TX_maternal_00020219_TX_paternal_00020315,TX_maternal_00020219,TX_paternal_00020315,X,Y,221418339,40859497,221422142,40864300,PASS,PASS
TX_maternal_00020221_TX_paternal_00020312,TX_maternal_00020221,TX_paternal_00020312,X,Y,221496499,40757761,221508320,40760289,PASS,PASS
TX_maternal_00020224_TX_paternal_00020309,TX_maternal_00020224,TX_paternal_00020309,X,Y,221547609,40720985,221548995,40733538,PASS,PASS
TX_maternal_00020226_TX_paternal_00020306,TX_maternal_00020226,TX_paternal_00020306,X,Y,221575435,40696541,221577874,40698991,PASS,PASS
TX_maternal_00020228_TX_paternal_00020304,TX_maternal_00020228,TX_paternal_00020304,X,Y,221638132,40625348,221647499,40635521,PASS,PASS
TX_maternal_00020229_TX_paternal_00020302,TX_maternal_00020229,TX_paternal_00020302,X,Y,221694426,40576766,221697543,40579883,PASS,PASS
TX_maternal_00020232_TX_paternal_00020297,TX_maternal_00020232,TX_paternal_00020297,X,Y,221815311,40441130,221821804,40448274,PASS,PASS
TX_maternal_00020233_TX_paternal_00020296,TX_maternal_00020233,TX_paternal_00020296,X,Y,221903172,40340737,221903573,40341138,PASS,PASS
TX_maternal_00020234_TX_paternal_00020295,TX_maternal_00020234,TX_paternal_00020295,X,Y,221905675,40335905,221908407,40338637,PASS,PASS
TX_maternal_00020235_TX_paternal_00020294,TX_maternal_00020235,TX_paternal_00020294,X,Y,221910549,40328884,221915364,40333765,PASS,PASS
TX_maternal_00020237_TX_paternal_00020292,TX_maternal_00020237,TX_paternal_00020292,X,Y,222004869,40258476,222007785,40261472,PASS,PASS
TX_maternal_00020238_TX_paternal_00020286,TX_maternal_00020238,TX_paternal_00020286,X,Y,222031360,40101703,222034733,40105149,PASS,PASS
TX_maternal_00020240_TX_paternal_00020289,TX_maternal_00020240,TX_paternal_00020289,X,Y,222113222,40188935,222120240,40195886,PASS,PASS
TX_maternal_00020241_TX_paternal_00020290,TX_maternal_00020241,TX_paternal_00020290,X,Y,222126754,40197099,222130488,40200897,PASS,PASS
TX_maternal_00020242_TX_paternal_00020291,TX_maternal_00020242,TX_paternal_00020291,X,Y,222131227,40201023,222136671,40215537,PASS,PASS
TX_maternal_00020243_TX_paternal_00020284,TX_maternal_00020243,TX_paternal_00020284,X,Y,222168276,40089191,222170690,40091591,PASS,PASS
TX_maternal_00020239_TX_paternal_00020287,TX_maternal_00020239,TX_paternal_00020287,X,Y,222036179,40106651,222042448,40112860,PASS,PASS
TX_maternal_00020245_TX_paternal_00020282,TX_maternal_00020245,TX_paternal_00020282,X,Y,222195041,40049733,222198497,40053206,PASS,PASS
TX_maternal_00020246_TX_paternal_00020281,TX_maternal_00020246,TX_paternal_00020281,X,Y,222250194,40014490,222253929,40018201,PASS,PASS
TX_maternal_00020249_TX_paternal_00020277,TX_maternal_00020249,TX_paternal_00020277,X,Y,222374149,39878469,222376066,39880387,PASS,PASS
TX_maternal_00020251_TX_paternal_00020276,TX_maternal_00020251,TX_paternal_00020276,X,Y,222434804,39827661,222435765,39829374,PASS,PASS
