pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,length.mat,Rh_02.mat,length.pat,Rh_02.pat
TX_maternal_00019127_TX_paternal_00023306,TX_maternal_00019127,TX_paternal_00023306,X,Y,160367975,383036677,160373383,383041393,1911,49,1320,10
TX_maternal_00019129_TX_paternal_00023304,TX_maternal_00019129,TX_paternal_00023304,X,Y,160522991,382738902,160527986,382743857,1797,53,1656,29
TX_maternal_00019135_TX_paternal_00023300,TX_maternal_00019135,TX_paternal_00023300,X,Y,160613284,382472057,160616301,382479244,1583,0,1122,0
TX_maternal_00019141_TX_paternal_00023297,TX_maternal_00019141,TX_paternal_00023297,X,Y,160759810,382242552,160763974,382246713,1377,628,1455,1264
TX_maternal_00019142_TX_paternal_00023296,TX_maternal_00019142,TX_paternal_00023296,X,Y,160769748,382235818,160770772,382236166,543,0,348,0
TX_maternal_00019143_TX_paternal_00023295,TX_maternal_00019143,TX_paternal_00023295,X,Y,160774744,382192563,160777712,382197581,213,246,525,50
TX_maternal_00019147_TX_paternal_00023307,TX_maternal_00019147,TX_paternal_00023307,X,Y,160812189,383069557,160817766,383075141,2262,888,2067,740
TX_maternal_00019148_TX_paternal_00023308,TX_maternal_00019148,TX_paternal_00023308,X,Y,160823865,383086653,160830246,383093041,4504,3747,4492,3993
TX_maternal_00019150_TX_paternal_00023305,TX_maternal_00019150,TX_paternal_00023305,X,Y,161002640,382900911,161009281,382914253,864,150,540,37
TX_maternal_00019151_TX_paternal_00023316,TX_maternal_00019151,TX_paternal_00023316,X,Y,161161764,383508118,161181117,383510640,1269,0,1555,4
TX_maternal_00019152_TX_paternal_00023317,TX_maternal_00019152,TX_paternal_00023317,X,Y,161245267,383589290,161246345,383591008,748,44,487,34
TX_maternal_00019155_TX_paternal_00023323,TX_maternal_00019155,TX_paternal_00023323,X,Y,161329370,383919378,161333869,383935945,1409,600,1386,350
TX_maternal_00019156_TX_paternal_00023324,TX_maternal_00019156,TX_paternal_00023324,X,Y,161334342,383936394,161342272,383944914,3472,3527,3597,5696
TX_maternal_00019158_TX_paternal_00023327,TX_maternal_00019158,TX_paternal_00023327,X,Y,161455583,384233330,161458655,384292584,1563,1420,1026,141
TX_maternal_00019159_TX_paternal_00023330,TX_maternal_00019159,TX_paternal_00023330,X,Y,161497257,384313219,161504755,384320841,2701,667,2596,680
TX_maternal_00019165_TX_paternal_00023345,TX_maternal_00019165,TX_paternal_00023345,X,Y,161878988,385457331,161882191,385462228,1045,2,1464,621
TX_maternal_00019167_TX_paternal_00023346,TX_maternal_00019167,TX_paternal_00023346,X,Y,161995680,385503581,162009264,385517073,4968,5661,5046,15570
TX_maternal_00019171_TX_paternal_00023354,TX_maternal_00019171,TX_paternal_00023354,X,Y,162435505,386760232,162440075,386762173,1455,267,891,419
TX_maternal_00019172_TX_paternal_00023355,TX_maternal_00019172,TX_paternal_00023355,X,Y,162439262,386763504,162442316,386766464,1518,41,1443,163
TX_maternal_00019177_TX_paternal_00023360,TX_maternal_00019177,TX_paternal_00023360,X,Y,162518591,387051821,162525706,387059040,3464,334,3539,776
TX_maternal_00019178_TX_paternal_00021803,TX_maternal_00019178,TX_paternal_00021803,X,Y,162578848,174368015,162589751,174379010,3228,2504,3216,2096
TX_maternal_00019179_TX_paternal_00021804,TX_maternal_00019179,TX_paternal_00021804,X,Y,162595255,174392449,162598363,174395546,1971,560,1962,719
TX_maternal_00019176_TX_paternal_00023358,TX_maternal_00019176,TX_paternal_00023358,X,Y,162492069,386921572,162499814,386929401,3378,51,3531,189
TX_maternal_00019196_TX_paternal_00021827,TX_maternal_00019196,TX_paternal_00021827,X,Y,164450537,176571402,164454376,176574246,900,217,1168,114
TX_maternal_00019197_TX_paternal_00021821,TX_maternal_00019197,TX_paternal_00021821,X,Y,164729232,176150958,164732555,176153073,1665,10,1427,0
TX_maternal_00019198_TX_paternal_00021819,TX_maternal_00019198,TX_paternal_00021819,X,Y,164732793,176130017,164735148,176134591,1614,0,1455,0
TX_maternal_00019200_TX_paternal_00021816,TX_maternal_00019200,TX_paternal_00021816,X,Y,164798757,175395410,164800559,175397224,1326,1039,1338,1770
TX_maternal_00019201_TX_paternal_00021815,TX_maternal_00019201,TX_paternal_00021815,X,Y,164825253,175315137,164827507,175317392,1008,0,1098,0
TX_maternal_00019202_TX_paternal_00021814,TX_maternal_00019202,TX_paternal_00021814,X,Y,164827619,175313451,164837106,175315025,447,154,360,0
TX_maternal_00019203_TX_paternal_00021813,TX_maternal_00019203,TX_paternal_00021813,X,Y,164838932,175269914,164844510,175278248,3366,2326,3507,1511
TX_maternal_00019206_TX_paternal_00021811,TX_maternal_00019206,TX_paternal_00021811,X,Y,164910533,175102439,164914912,175106103,711,43,582,436
TX_maternal_00019209_TX_paternal_00021808,TX_maternal_00019209,TX_paternal_00021808,X,Y,165037091,174872180,165038247,174874849,595,4056,615,4433
TX_maternal_00019210_TX_paternal_00021807,TX_maternal_00019210,TX_paternal_00021807,X,Y,165119483,174680057,165124957,174698912,1673,919,1979,1097
TX_maternal_00019220_TX_paternal_00021535,TX_maternal_00019220,TX_paternal_00021535,X,Y,165971550,131691861,165973931,131694239,1246,2669,1327,1667
TX_maternal_00019221_TX_paternal_00021540,TX_maternal_00019221,TX_paternal_00021540,X,Y,166247203,132351100,166251419,132352377,793,1624,738,1791
TX_maternal_00019234_TX_paternal_00022451,TX_maternal_00019234,TX_paternal_00022451,X,Y,166878359,258186560,166881800,258189926,1272,564,1661,798
TX_maternal_00019236_TX_paternal_00022427,TX_maternal_00019236,TX_paternal_00022427,X,Y,166951406,256891419,166952593,256892600,1025,302,1019,530
TX_maternal_00019237_TX_paternal_00022439,TX_maternal_00019237,TX_paternal_00022439,X,Y,166982881,257353021,166984990,257355119,825,359,940,453
TX_maternal_00019239_TX_paternal_00022441,TX_maternal_00019239,TX_paternal_00022441,X,Y,167096881,257423412,167103611,257430159,2043,1293,2043,1026
TX_maternal_00019240_TX_paternal_00022444,TX_maternal_00019240,TX_paternal_00022444,X,Y,167103931,257739885,167114491,257747407,2035,17,855,0
TX_maternal_00019241_TX_paternal_00022445,TX_maternal_00019241,TX_paternal_00022445,X,Y,167116706,257748710,167122285,257756861,1707,14,1668,80
TX_maternal_00019242_TX_paternal_00022446,TX_maternal_00019242,TX_paternal_00022446,X,Y,167153220,257884086,167154115,257885235,857,0,865,0
TX_maternal_00019243_TX_paternal_00022426,TX_maternal_00019243,TX_paternal_00022426,X,Y,167277614,256696444,167278907,256697077,1153,0,633,0
TX_maternal_00019247_TX_paternal_00021549,TX_maternal_00019247,TX_paternal_00021549,X,Y,167717766,133130978,167723364,133134626,3953,493,2051,4
TX_maternal_00019248_TX_paternal_00021550,TX_maternal_00019248,TX_paternal_00021550,X,Y,167723955,133135794,167725465,133137806,408,710,808,1592
TX_maternal_00019249_TX_paternal_00021555,TX_maternal_00019249,TX_paternal_00021555,X,Y,167765991,133853314,167768935,133856494,2164,0,1287,0
TX_maternal_00019250_TX_paternal_00021557,TX_maternal_00019250,TX_paternal_00021557,X,Y,167857597,134057059,167858166,134057626,311,0,310,0
TX_maternal_00019254_TX_paternal_00021558,TX_maternal_00019254,TX_paternal_00021558,X,Y,167984755,134243396,167986757,134246793,837,168,1035,240
TX_maternal_00019255_TX_paternal_00021559,TX_maternal_00019255,TX_paternal_00021559,X,Y,167992215,134253696,167999391,134260977,4245,2,4245,3
TX_maternal_00019285_TX_paternal_00022373,TX_maternal_00019285,TX_paternal_00022373,X,Y,170373768,250388474,170376563,250438661,633,3374,954,1165
TX_maternal_00019287_TX_paternal_00022372,TX_maternal_00019287,TX_paternal_00022372,X,Y,170406481,250329979,170407615,250332283,1134,500,1345,1178
TX_maternal_00019290_TX_paternal_00022367,TX_maternal_00019290,TX_paternal_00022367,X,Y,170745277,249836314,170748981,249843614,1299,2588,1809,2097
TX_maternal_00019293_TX_paternal_00022363,TX_maternal_00019293,TX_paternal_00022363,X,Y,170869087,249454350,170872168,249467258,1369,616,1717,727
TX_maternal_00019300_TX_paternal_00022331,TX_maternal_00019300,TX_paternal_00022331,X,Y,171140280,246711221,171145199,246720354,1684,46,750,26
TX_maternal_00019305_TX_paternal_00022354,TX_maternal_00019305,TX_paternal_00022354,X,Y,171245489,248915264,171247349,248916954,1271,0,1106,0
TX_maternal_00019315_TX_paternal_00023585,TX_maternal_00019315,TX_paternal_00023585,X,Y,171524576,432297652,171525621,432299939,916,19,906,0
TX_maternal_00019317_TX_paternal_00023587,TX_maternal_00019317,TX_paternal_00023587,X,Y,171583878,432343842,171585640,432344485,372,1754,553,51
TX_maternal_00019350_TX_paternal_00021425,TX_maternal_00019350,TX_paternal_00021425,X,Y,172813278,120694713,172831359,120696491,1791,58,1248,96
TX_maternal_00019356_TX_paternal_00021656,TX_maternal_00019356,TX_paternal_00021656,X,Y,173340771,147621524,173347541,147701049,1652,165,732,3
TX_maternal_00019358_TX_paternal_00021653,TX_maternal_00019358,TX_paternal_00021653,X,Y,173418317,147206157,173422184,147213611,1743,4,1671,0
TX_maternal_00019361_TX_paternal_00021651,TX_maternal_00019361,TX_paternal_00021651,X,Y,173758043,146793170,173766375,146800928,4133,1483,3680,1926
TX_maternal_00019367_TX_paternal_00021647,TX_maternal_00019367,TX_paternal_00021647,X,Y,174128774,145506235,174131950,145508703,2244,146,2359,51
TX_maternal_00019368_TX_paternal_00021642,TX_maternal_00019368,TX_paternal_00021642,X,Y,174230440,145061830,174239025,145063315,1934,686,483,0
TX_maternal_00019372_TX_paternal_00021627,TX_maternal_00019372,TX_paternal_00021627,X,Y,174710865,143421853,174714218,143425221,1168,11136,1171,6567
TX_maternal_00019373_TX_paternal_00021626,TX_maternal_00019373,TX_paternal_00021626,X,Y,174739026,143352879,174740536,143355005,536,480,521,615
TX_maternal_00019374_TX_paternal_00021625,TX_maternal_00019374,TX_paternal_00021625,X,Y,174741334,143336573,174743859,143340153,1212,705,1002,24
TX_maternal_00019376_TX_paternal_00021622,TX_maternal_00019376,TX_paternal_00021622,X,Y,174807402,143189530,174816689,143194250,2521,6,2158,1
TX_maternal_00019377_TX_paternal_00021621,TX_maternal_00019377,TX_paternal_00021621,X,Y,174813072,143181414,174818052,143185689,1079,1459,1049,1778
TX_maternal_00019383_TX_paternal_00021617,TX_maternal_00019383,TX_paternal_00021617,X,Y,175086416,142856703,175090001,142860325,1002,372,1002,904
TX_maternal_00019384_TX_paternal_00021618,TX_maternal_00019384,TX_paternal_00021618,X,Y,175090984,142861302,175095181,142865477,3748,10,3466,6
TX_maternal_00019385_TX_paternal_00021619,TX_maternal_00019385,TX_paternal_00021619,X,Y,175095867,142876949,175096968,142878299,1097,0,1310,0
TX_maternal_00019388_TX_paternal_00021419,TX_maternal_00019388,TX_paternal_00021419,X,Y,175156990,119764108,175158752,119772091,483,416,480,6
TX_maternal_00019389_TX_paternal_00021417,TX_maternal_00019389,TX_paternal_00021417,X,Y,175178047,119706277,175182947,119711170,958,898,940,1391
TX_maternal_00019392_TX_paternal_00021409,TX_maternal_00019392,TX_paternal_00021409,X,Y,175315614,119328265,175324604,119337285,2202,1111,2241,1528
TX_maternal_00019393_TX_paternal_00021408,TX_maternal_00019393,TX_paternal_00021408,X,Y,175341599,119269311,175345022,119271122,1755,80,981,0
TX_maternal_00019395_TX_paternal_00021407,TX_maternal_00019395,TX_paternal_00021407,X,Y,175473386,119020068,175482386,119028259,1319,581,1250,1044
TX_maternal_00019399_TX_paternal_00021404,TX_maternal_00019399,TX_paternal_00021404,X,Y,175565737,118796631,175575910,118806620,2387,1866,2181,1057
TX_maternal_00019400_TX_paternal_00021402,TX_maternal_00019400,TX_paternal_00021402,X,Y,175594091,118564433,175596214,118567222,1644,0,1806,0
TX_maternal_00019401_TX_paternal_00021401,TX_maternal_00019401,TX_paternal_00021401,X,Y,175599544,118548577,175612833,118562152,3120,2009,3108,2157
TX_maternal_00019404_TX_paternal_00021394,TX_maternal_00019404,TX_paternal_00021394,X,Y,175903110,117421059,175904614,117421863,1163,696,557,404
TX_maternal_00019405_TX_paternal_00021391,TX_maternal_00019405,TX_paternal_00021391,X,Y,175986455,117078991,175990022,117081753,1317,628,1033,23
TX_maternal_00019407_TX_paternal_00021390,TX_maternal_00019407,TX_paternal_00021390,X,Y,176058519,117041051,176060784,117042225,803,1716,749,2035
TX_maternal_00019411_TX_paternal_00021383,TX_maternal_00019411,TX_paternal_00021383,X,Y,176274314,116703903,176277161,116707857,1787,328,1934,989
TX_maternal_00019412_TX_paternal_00021382,TX_maternal_00019412,TX_paternal_00021382,X,Y,176282749,116676469,176283763,116677571,484,2,622,0
TX_maternal_00019414_TX_paternal_00021376,TX_maternal_00019414,TX_paternal_00021376,X,Y,176406049,115280214,176408697,115282825,1401,0,1360,0
TX_maternal_00019416_TX_paternal_00021373,TX_maternal_00019416,TX_paternal_00021373,X,Y,176558339,114922931,176560861,114925305,1845,4,1845,53
TX_maternal_00019421_TX_paternal_00021575,TX_maternal_00019421,TX_paternal_00021575,X,Y,176743009,138223705,176750424,138231138,3273,4260,3273,9003
TX_maternal_00019439_TX_paternal_00021738,TX_maternal_00019439,TX_paternal_00021738,X,Y,179888746,163129634,179889515,163130403,763,0,664,0
TX_maternal_00019440_TX_paternal_00021740,TX_maternal_00019440,TX_paternal_00021740,X,Y,179989523,163808512,179996837,163816470,4789,826,5397,558
TX_maternal_00019442_TX_paternal_00021742,TX_maternal_00019442,TX_paternal_00021742,X,Y,180477033,164411284,180482559,164417465,1563,160,1670,52
TX_maternal_00019443_TX_paternal_00021744,TX_maternal_00019443,TX_paternal_00021744,X,Y,180576535,164778098,180579342,164779251,1153,3052,855,2372
TX_maternal_00019445_TX_paternal_00021746,TX_maternal_00019445,TX_paternal_00021746,X,Y,180687380,164934040,180687872,164934526,415,0,409,0
TX_maternal_00019447_TX_paternal_00021749,TX_maternal_00019447,TX_paternal_00021749,X,Y,180992399,165373782,180995616,165376807,1384,346,1574,348
TX_maternal_00019449_TX_paternal_00021754,TX_maternal_00019449,TX_paternal_00021754,X,Y,181156920,166311395,181158028,166312503,1010,0,1010,0
TX_maternal_00019452_TX_paternal_00021755,TX_maternal_00019452,TX_paternal_00021755,X,Y,181241976,166724699,181472099,166735469,2949,549,3561,3011
TX_maternal_00019453_TX_paternal_00021759,TX_maternal_00019453,TX_paternal_00021759,X,Y,181495979,166758746,181499131,166760751,3028,118,1881,188
TX_maternal_00019455_TX_paternal_00021762,TX_maternal_00019455,TX_paternal_00021762,X,Y,181520104,167076152,181524615,167080636,906,56,489,147
TX_maternal_00019456_TX_paternal_00021763,TX_maternal_00019456,TX_paternal_00021763,X,Y,181654315,167375087,181657716,167378237,1565,0,1493,0
TX_maternal_00019457_TX_paternal_00021767,TX_maternal_00019457,TX_paternal_00021767,X,Y,181836434,167593860,181837635,167594313,339,0,357,0
TX_maternal_00019460_TX_paternal_00021768,TX_maternal_00019460,TX_paternal_00021768,X,Y,181995932,167852944,181997280,167855140,823,746,705,770
TX_maternal_00019461_TX_paternal_00021769,TX_maternal_00019461,TX_paternal_00021769,X,Y,181997931,167855238,182004270,167861279,2685,1558,2544,1425
TX_maternal_00019466_TX_paternal_00021770,TX_maternal_00019466,TX_paternal_00021770,X,Y,182082686,168000264,182084734,168002311,937,2243,937,2213
TX_maternal_00019467_TX_paternal_00021771,TX_maternal_00019467,TX_paternal_00021771,X,Y,182136938,168083938,182144771,168090749,1467,7,3066,0
TX_maternal_00019468_TX_paternal_00021772,TX_maternal_00019468,TX_paternal_00021772,X,Y,182213518,168291349,182216054,168302158,1163,1278,915,249
TX_maternal_00019469_TX_paternal_00021773,TX_maternal_00019469,TX_paternal_00021773,X,Y,182261955,168430569,182269196,168470656,1833,2873,2232,1186
TX_maternal_00019473_TX_paternal_00021778,TX_maternal_00019473,TX_paternal_00021778,X,Y,182532865,171435118,182534056,171468832,659,2080,716,1362
TX_maternal_00019476_TX_paternal_00021779,TX_maternal_00019476,TX_paternal_00021779,X,Y,182711691,171763534,182714409,171766779,606,81,606,237
TX_maternal_00019477_TX_paternal_00021781,TX_maternal_00019477,TX_paternal_00021781,X,Y,182757548,172233497,182760517,172236474,1022,305,1022,560
TX_maternal_00019480_TX_paternal_00021784,TX_maternal_00019480,TX_paternal_00021784,X,Y,182919876,172499699,182924380,172502124,1509,828,942,830
TX_maternal_00019485_TX_paternal_00020778,TX_maternal_00019485,TX_paternal_00020778,X,Y,183524458,82524176,183526297,82526019,1145,0,1146,0
TX_maternal_00019487_TX_paternal_00020779,TX_maternal_00019487,TX_paternal_00020779,X,Y,183851396,82741522,183855691,82743549,2183,3316,1503,482
TX_maternal_00019488_TX_paternal_00020780,TX_maternal_00019488,TX_paternal_00020780,X,Y,183856550,82770782,183858870,82772897,1497,0,1595,0
TX_maternal_00019490_TX_paternal_00020784,TX_maternal_00019490,TX_paternal_00020784,X,Y,184190893,82908334,184250671,83032699,762,0,477,0
TX_maternal_00019491_TX_paternal_00020787,TX_maternal_00019491,TX_paternal_00020787,X,Y,184253734,83083946,184284954,83085357,1581,240,1266,30
TX_maternal_00019495_TX_paternal_00020790,TX_maternal_00019495,TX_paternal_00020790,X,Y,184515009,83631537,184518155,83634416,1500,378,1359,488
TX_maternal_00019496_TX_paternal_00020791,TX_maternal_00019496,TX_paternal_00020791,X,Y,184518882,83635144,184520590,83636855,1620,315,1623,1063
TX_maternal_00019497_TX_paternal_00022955,TX_maternal_00019497,TX_paternal_00022955,X,Y,184528363,341718100,184692597,341723271,1869,489,1935,660
TX_maternal_00019499_TX_paternal_00022958,TX_maternal_00019499,TX_paternal_00022958,X,Y,184976157,342644334,184981967,342650038,992,0,294,0
TX_maternal_00019500_TX_paternal_00022959,TX_maternal_00019500,TX_paternal_00022959,X,Y,184982452,342661384,184985614,342664543,3004,0,3004,4
TX_maternal_00019501_TX_paternal_00022960,TX_maternal_00019501,TX_paternal_00022960,X,Y,184986149,342662025,184987708,342667759,810,271,1023,172
TX_maternal_00019502_TX_paternal_00022963,TX_maternal_00019502,TX_paternal_00022963,X,Y,185114824,342877138,185116885,342881011,692,598,1425,613
TX_maternal_00019503_TX_paternal_00022965,TX_maternal_00019503,TX_paternal_00022965,X,Y,185226973,343028610,185231111,343033124,2295,200,1704,141
TX_maternal_00019511_TX_paternal_00020599,TX_maternal_00019511,TX_paternal_00020599,X,Y,186294338,59707333,186295315,59708310,195,55,195,4
TX_maternal_00019512_TX_paternal_00020598,TX_maternal_00019512,TX_paternal_00020598,X,Y,186294680,59704285,186298369,59707769,799,1865,952,1822
TX_maternal_00019515_TX_paternal_00020596,TX_maternal_00019515,TX_paternal_00020596,X,Y,186337707,59542918,186340833,59546053,1544,114,1544,248
TX_maternal_00019516_TX_paternal_00020595,TX_maternal_00019516,TX_paternal_00020595,X,Y,186357378,59373724,186360891,59377307,2034,5183,2437,7545
TX_maternal_00019517_TX_paternal_00020594,TX_maternal_00019517,TX_paternal_00020594,X,Y,186414243,59208721,186415028,59210489,457,986,509,855
TX_maternal_00019518_TX_paternal_00020593,TX_maternal_00019518,TX_paternal_00020593,X,Y,186415753,59205619,186418010,59207879,357,135,393,158
TX_maternal_00019521_TX_paternal_00020590,TX_maternal_00019521,TX_paternal_00020590,X,Y,186628585,58460771,186631800,58464963,1104,994,1347,217
TX_maternal_00019522_TX_paternal_00023043,TX_maternal_00019522,TX_paternal_00023043,X,Y,186868613,355929567,186871517,355932441,1320,824,1302,748
TX_maternal_00019523_TX_paternal_00023041,TX_maternal_00019523,TX_paternal_00023041,X,Y,186972912,355635725,186977639,355640767,1263,1277,1206,1268
TX_maternal_00019524_TX_paternal_00021352,TX_maternal_00019524,TX_paternal_00021352,X,Y,187015815,111077033,187023000,111084220,4960,151,4960,444
TX_maternal_00019525_TX_paternal_00021351,TX_maternal_00019525,TX_paternal_00021351,X,Y,187121848,110988744,187125430,110992319,465,4,594,226
TX_maternal_00019526_TX_paternal_00021350,TX_maternal_00019526,TX_paternal_00021350,X,Y,187212792,110890851,187218173,110896219,3562,106,3566,283
TX_maternal_00019527_TX_paternal_00021349,TX_maternal_00019527,TX_paternal_00021349,X,Y,187302516,110828196,187317161,110836093,3939,10,3939,133
TX_maternal_00019528_TX_paternal_00021348,TX_maternal_00019528,TX_paternal_00021348,X,Y,187335000,110808834,187338058,110818603,2567,0,2358,1
TX_maternal_00019530_TX_paternal_00021347,TX_maternal_00019530,TX_paternal_00021347,X,Y,187365222,110792068,187365996,110792963,774,0,846,0
TX_maternal_00019531_TX_paternal_00021346,TX_maternal_00019531,TX_paternal_00021346,X,Y,187366661,110788019,187369618,110790978,2154,167,2154,1174
TX_maternal_00019534_TX_paternal_00021342,TX_maternal_00019534,TX_paternal_00021342,X,Y,187574698,110568547,187578222,110591290,1551,328,1489,392
TX_maternal_00019535_TX_paternal_00021337,TX_maternal_00019535,TX_paternal_00021337,X,Y,187728870,110333956,187731618,110336721,2301,0,2301,0
TX_maternal_00019536_TX_paternal_00021336,TX_maternal_00019536,TX_paternal_00021336,X,Y,187732012,110327597,187736137,110333562,2730,3,2694,12
TX_maternal_00019537_TX_paternal_00021334,TX_maternal_00019537,TX_paternal_00021334,X,Y,187890268,110159939,187894124,110171904,1359,369,1467,588
TX_maternal_00019539_TX_paternal_00021332,TX_maternal_00019539,TX_paternal_00021332,X,Y,188356674,109724098,188359101,109726578,991,420,900,683
TX_maternal_00019540_TX_paternal_00021331,TX_maternal_00019540,TX_paternal_00021331,X,Y,188447052,109585479,188451497,109589951,2689,191,2842,468
TX_maternal_00019541_TX_paternal_00021330,TX_maternal_00019541,TX_paternal_00021330,X,Y,188453094,109583458,188453675,109584039,576,0,576,0
TX_maternal_00019543_TX_paternal_00021328,TX_maternal_00019543,TX_paternal_00021328,X,Y,188746360,109337158,188752749,109343705,3300,1957,3441,1559
TX_maternal_00019545_TX_paternal_00021327,TX_maternal_00019545,TX_paternal_00021327,X,Y,188752842,109335466,188754584,109337209,1070,12,1070,54
TX_maternal_00019546_TX_paternal_00021326,TX_maternal_00019546,TX_paternal_00021326,X,Y,188779324,109305500,188780789,109307824,851,6454,996,9081
TX_maternal_00019547_TX_paternal_00021325,TX_maternal_00019547,TX_paternal_00021325,X,Y,188823515,109266203,188826429,109269587,1549,323,1485,1866
TX_maternal_00019548_TX_paternal_00021324,TX_maternal_00019548,TX_paternal_00021324,X,Y,188847889,109243796,188852429,109246117,1324,23,1224,281
TX_maternal_00019550_TX_paternal_00021322,TX_maternal_00019550,TX_paternal_00021322,X,Y,189199584,109028121,189203012,109031152,1662,2,1560,7
TX_maternal_00019551_TX_paternal_00021321,TX_maternal_00019551,TX_paternal_00021321,X,Y,189203973,109026642,189204568,109027257,591,0,590,0
TX_maternal_00019553_TX_paternal_00021319,TX_maternal_00019553,TX_paternal_00021319,X,Y,189240788,108981497,189249333,108990041,2630,479,2630,956
TX_maternal_00019554_TX_paternal_00021318,TX_maternal_00019554,TX_paternal_00021318,X,Y,189316991,108944983,189319152,108947143,1903,1550,1903,1756
TX_maternal_00019555_TX_paternal_00021317,TX_maternal_00019555,TX_paternal_00021317,X,Y,189319672,108931777,189333939,108944865,6117,360,6269,530
TX_maternal_00019556_TX_paternal_00021316,TX_maternal_00019556,TX_paternal_00021316,X,Y,189465837,108841919,189467528,108843692,644,10,754,2
TX_maternal_00019557_TX_paternal_00021315,TX_maternal_00019557,TX_paternal_00021315,X,Y,189469839,108838093,189474796,108839697,1122,0,1237,0
TX_maternal_00019559_TX_paternal_00021314,TX_maternal_00019559,TX_paternal_00021314,X,Y,189476838,108772082,189489773,108777609,4142,2032,3533,5637
TX_maternal_00019562_TX_paternal_00021312,TX_maternal_00019562,TX_paternal_00021312,X,Y,189551990,108713427,189555796,108717254,1366,76,1388,557
TX_maternal_00019563_TX_paternal_00021310,TX_maternal_00019563,TX_paternal_00021310,X,Y,189606277,108649318,189607620,108650661,772,424,772,1269
TX_maternal_00019564_TX_paternal_00021309,TX_maternal_00019564,TX_paternal_00021309,X,Y,189632244,108616927,189640190,108624466,951,0,1815,2
TX_maternal_00019565_TX_paternal_00021308,TX_maternal_00019565,TX_paternal_00021308,X,Y,189674894,108572971,189676886,108574963,1767,720,1767,1836
TX_maternal_00019566_TX_paternal_00021306,TX_maternal_00019566,TX_paternal_00021306,X,Y,189768035,108503869,189768513,108504456,423,0,516,0
TX_maternal_00019568_TX_paternal_00021304,TX_maternal_00019568,TX_paternal_00021304,X,Y,189777581,108489952,189779975,108492346,888,0,888,2
TX_maternal_00019571_TX_paternal_00021301,TX_maternal_00019571,TX_paternal_00021301,X,Y,189870206,108401959,189873776,108405529,1646,160,1646,1030
TX_maternal_00019572_TX_paternal_00021300,TX_maternal_00019572,TX_paternal_00021300,X,Y,189874271,108400784,189884179,108401464,419,0,585,0
TX_maternal_00019573_TX_paternal_00021299,TX_maternal_00019573,TX_paternal_00021299,X,Y,189898895,108386383,189903261,108390859,1413,10,1853,91
TX_maternal_00019574_TX_paternal_00021298,TX_maternal_00019574,TX_paternal_00021298,X,Y,189999018,108298026,190003554,108302514,1698,0,1698,0
TX_maternal_00019575_TX_paternal_00021297,TX_maternal_00019575,TX_paternal_00021297,X,Y,190014250,108275868,190015255,108278126,502,0,636,1
TX_maternal_00019577_TX_paternal_00021295,TX_maternal_00019577,TX_paternal_00021295,X,Y,190550534,107533841,190554779,107537099,778,7,747,69
TX_maternal_00019579_TX_paternal_00021292,TX_maternal_00019579,TX_paternal_00021292,X,Y,190721057,107359286,190730489,107369260,1326,0,1458,0
TX_maternal_00019581_TX_paternal_00021290,TX_maternal_00019581,TX_paternal_00021290,X,Y,190750099,107339022,190750930,107339838,504,0,735,0
TX_maternal_00019583_TX_paternal_00021287,TX_maternal_00019583,TX_paternal_00021287,X,Y,190755677,107324831,190764938,107330590,4208,1395,2591,1924
TX_maternal_00019584_TX_paternal_00021286,TX_maternal_00019584,TX_paternal_00021286,X,Y,190927085,107199389,190927801,107200157,303,0,717,0
TX_maternal_00019587_TX_paternal_00021285,TX_maternal_00019587,TX_paternal_00021285,X,Y,190935328,107186344,190936378,107187277,648,0,856,0
TX_maternal_00019588_TX_paternal_00021284,TX_maternal_00019588,TX_paternal_00021284,X,Y,191080575,107019736,191090810,107022718,1292,2460,1347,2048
TX_maternal_00019589_TX_paternal_00021283,TX_maternal_00019589,TX_paternal_00021283,X,Y,191117851,106983195,191123193,106988524,2188,1199,2271,1789
TX_maternal_00019591_TX_paternal_00021281,TX_maternal_00019591,TX_paternal_00021281,X,Y,191160261,106969236,191162245,106972862,382,1,1362,157
TX_maternal_00019592_TX_paternal_00021280,TX_maternal_00019592,TX_paternal_00021280,X,Y,191163941,106967885,191165597,106969022,1656,10,1137,40
TX_maternal_00019595_TX_paternal_00021277,TX_maternal_00019595,TX_paternal_00021277,X,Y,191531025,106806952,191533170,106811060,1867,0,2112,0
TX_maternal_00019598_TX_paternal_00021275,TX_maternal_00019598,TX_paternal_00021275,X,Y,191857904,106497139,191859953,106499189,975,48,975,1013
TX_maternal_00019603_TX_paternal_00021273,TX_maternal_00019603,TX_paternal_00021273,X,Y,192347891,106055498,192350321,106057871,823,376,823,1009
TX_maternal_00019605_TX_paternal_00021272,TX_maternal_00019605,TX_paternal_00021272,X,Y,192390914,105994442,192393056,105998517,283,0,536,32
TX_maternal_00019609_TX_paternal_00021271,TX_maternal_00019609,TX_paternal_00021271,X,Y,192625191,105776720,192626073,105777618,776,3,798,190
TX_maternal_00019610_TX_paternal_00021270,TX_maternal_00019610,TX_paternal_00021270,X,Y,192763536,105648115,192764384,105648964,697,0,698,0
